,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,country
12,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q800,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
13,uri,http://www.wikidata.org/entity/Q16592750,en,literal,Los 40 Guatemala,,,,,,,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,,literal,,wd:Q774
14,uri,http://www.wikidata.org/entity/Q5719130,en,literal,Banrural,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1555,literal,,wd:Q774
15,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q804,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
16,uri,http://www.wikidata.org/entity/Q60783222,en,literal,Emisoras Unidas,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,,literal,,wd:Q774
17,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q811,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
18,uri,http://www.wikidata.org/entity/Q62564610,en,literal,Farmacias Similares,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-09-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,,literal,,wd:Q774
19,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
20,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
21,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q419,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
22,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q717,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
23,uri,http://www.wikidata.org/entity/Q62564610,en,literal,Farmacias Similares,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-09-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,,literal,,literal,,literal,,literal,,wd:Q774
24,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q983,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
25,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
26,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
27,uri,http://www.wikidata.org/entity/Q5717949,en,literal,G&T Continental Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,,literal,,wd:Q774
28,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q733,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
29,uri,http://www.wikidata.org/entity/Q942741,en,literal,Pollo Campero,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,http://www.wikidata.org/entity/Q171141,literal,,literal,,literal,,literal,,wd:Q774
30,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
31,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q739,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
32,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q736,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
33,uri,http://www.wikidata.org/entity/Q5761187,en,literal,Instituto Guatemalteco de Cultura Hispánica,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,,literal,,wd:Q774
34,uri,http://www.wikidata.org/entity/Q84960846,en,literal,Soy502,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,,literal,,wd:Q774
35,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
36,uri,http://www.wikidata.org/entity/Q62273613,en,literal,Pinulito,,,,,,,uri,http://www.wikidata.org/entity/Q774,literal,http://www.wikidata.org/entity/Q171141,literal,,literal,,literal,,literal,,wd:Q774
37,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q750,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
38,uri,http://www.wikidata.org/entity/Q1384387,en,literal,La Hora,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1920-06-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1555,literal,,wd:Q774
39,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
40,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q77,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
41,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
42,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q419,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
43,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q228,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
44,uri,http://www.wikidata.org/entity/Q62273652,en,literal,Pollo Granjero Guatemala,,,,,,,uri,http://www.wikidata.org/entity/Q774,literal,http://www.wikidata.org/entity/Q171141,literal,,literal,,literal,http://www.wikidata.org/entity/Q1555,literal,,wd:Q774
45,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q717,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
46,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
47,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q241,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
48,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
49,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
50,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q783,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
51,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q733,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
52,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
53,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q786,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
54,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q739,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
55,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q736,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
56,uri,http://www.wikidata.org/entity/Q5715556,en,literal,Bank of Central America,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3274,literal,,wd:Q774
57,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q792,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
58,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
59,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q750,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
60,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q800,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
61,uri,http://www.wikidata.org/entity/Q5715556,en,literal,Bank of Central America,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3274,literal,,wd:Q774
62,uri,http://www.wikidata.org/entity/Q3402308,en,literal,Prensa Libre,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,,literal,,wd:Q774
63,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q804,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
64,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q811,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
65,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q77,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
66,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q228,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
67,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q774
68,uri,http://www.wikidata.org/entity/Q5715556,en,literal,Bank of Central America,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q800,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3274,literal,,wd:Q774
