,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,country
23,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,wd:Q869
24,uri,http://www.wikidata.org/entity/Q109295941,en,literal,bTaskee,uri,http://www.wikidata.org/entity/Q881,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,,,,wd:Q869
25,uri,http://www.wikidata.org/entity/Q6411959,en,literal,King Power,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q545609,literal,,literal,http://www.wikidata.org/entity/Q57941850,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,,,,,,,wd:Q869
26,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,wd:Q869
27,uri,http://www.wikidata.org/entity/Q50413529,en,literal,Krabi Seabass Hotel,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
28,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,wd:Q869
29,uri,http://www.wikidata.org/entity/Q99662518,en,literal,Yggdrazil Group Public Company Limited,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q15735803,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,,,,wd:Q869
30,uri,http://www.wikidata.org/entity/Q38116375,en,literal,Voyagin,uri,http://www.wikidata.org/entity/Q869,literal,,literal,http://www.wikidata.org/entity/Q17229042,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,wd:Q869
31,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,wd:Q869
32,uri,http://www.wikidata.org/entity/Q60685137,en,literal,Why Not Bar,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
33,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,uri,http://www.wikidata.org/entity/Q878,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,wd:Q869
34,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,uri,http://www.wikidata.org/entity/Q424,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,wd:Q869
35,uri,http://www.wikidata.org/entity/Q113661368,en,literal,Dhevaraj Hotel,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
36,uri,http://www.wikidata.org/entity/Q806491,en,literal,Bangkok Post,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1403340,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,,,,,,,,,,wd:Q869
37,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,wd:Q869
38,uri,http://www.wikidata.org/entity/Q111124653,en,literal,Na Dream Place,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
39,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
40,uri,http://www.wikidata.org/entity/Q3050569,en,literal,Electricity Generating Authority of Thailand,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q15199204,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-05-01T00:00:00Z,,,,,,,,,,wd:Q869
41,uri,http://www.wikidata.org/entity/Q107560201,en,literal,True CJ Creations,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q21198548, http://www.wikidata.org/entity/Q867147",literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-09-27T00:00:00Z,,,,,,,,,,wd:Q869
42,uri,http://www.wikidata.org/entity/Q1189248,en,literal,Thai Smile,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,wd:Q869
43,uri,http://www.wikidata.org/entity/Q4802293,en,literal,Kamikaze,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-29T00:00:00Z,,,,,,,,,,wd:Q869
44,uri,http://www.wikidata.org/entity/Q83981657,en,literal,Tencent (Thailand) Company Limited,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q56611700, http://www.wikidata.org/entity/Q56611639",literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-09-14T00:00:00Z,,,,,,,,,,wd:Q869
45,uri,http://www.wikidata.org/entity/Q18712406,en,literal,Lazada Group,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,,,,,,,wd:Q869
46,uri,http://www.wikidata.org/entity/Q59156498,,literal,Q59156498,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
47,uri,http://www.wikidata.org/entity/Q50676558,en,literal,APO Hotel,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
48,uri,http://www.wikidata.org/entity/Q16947993,en,literal,The Phuket News,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
49,uri,http://www.wikidata.org/entity/Q56199506,en,literal,Where else?,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
50,uri,http://www.wikidata.org/entity/Q2038986,en,literal,Siam Commercial Bank,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718, http://www.wikidata.org/entity/Q43183, http://www.wikidata.org/entity/Q22687",literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1907-01-30T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,20000,,,,,,,wd:Q869
51,uri,http://www.wikidata.org/entity/Q1524008,en,literal,Minor Food Group,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q41958,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1403340, http://www.wikidata.org/entity/Q1861",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,37972,,,,,,,wd:Q869
52,uri,http://www.wikidata.org/entity/Q2603792,en,literal,Thai Public Broadcasting Service,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1008352,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,wd:Q869
53,uri,http://www.wikidata.org/entity/Q105640480,en,literal,CGMatic,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,,,,wd:Q869
54,uri,http://www.wikidata.org/entity/Q59492165,en,literal,Hilton Hua Hin Resort & Spa,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,th,literal,Hilton Hua Hin Resort & Spa,,,,wd:Q869
55,uri,http://www.wikidata.org/entity/Q18712406,en,literal,Lazada Group,uri,http://www.wikidata.org/entity/Q881,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,,,,,,,wd:Q869
56,uri,http://www.wikidata.org/entity/Q5570097,en,literal,Global Alliance Against Traffic in Women,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,,,,,,,,,,wd:Q869
57,uri,http://www.wikidata.org/entity/Q111698599,en,literal,Gene Lab Records,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,,,,,,,,,,wd:Q869
58,uri,http://www.wikidata.org/entity/Q113644053,en,literal,Poom 3,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
59,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,uri,http://www.wikidata.org/entity/Q928,literal,http://www.wikidata.org/entity/Q12147,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,351,en,literal,Hello Health Group Pte. Ltd,,,,wd:Q869
60,uri,http://www.wikidata.org/entity/Q858665,en,literal,Big C,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,,,,,,,wd:Q869
61,uri,http://www.wikidata.org/entity/Q81495406,en,literal,DoubleTree by Hilton Bangkok Ploenchit,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,,,,en,literal,DoubleTree by Hilton Bangkok Ploenchit,,,,wd:Q869
62,uri,http://www.wikidata.org/entity/Q38573292,en,literal,Amanpuri,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,,,,wd:Q869
63,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q12147,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,351,en,literal,Hello Health Group Pte. Ltd,,,,wd:Q869
64,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q963,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
65,uri,http://www.wikidata.org/entity/Q47518776,en,literal,Millennium Hilton Bangkok,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-03-01T00:00:00Z,,,,th,literal,มิลเลนเนียม ฮิลตัน กรุงเทพ,,,,wd:Q869
66,uri,http://www.wikidata.org/entity/Q109295941,en,literal,bTaskee,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,,,,wd:Q869
67,uri,http://www.wikidata.org/entity/Q57661897,en,literal,Bitkub.com,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,500,,,,,,,wd:Q869
68,uri,http://www.wikidata.org/entity/Q53672435,en,literal,Pimalai Resort & Spa,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
69,uri,http://www.wikidata.org/entity/Q4923091,en,literal,Kom Chad Luek,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1019658,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,,,,,,,wd:Q869
70,uri,http://www.wikidata.org/entity/Q4039161,en,literal,GMM Tai Hub,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q1407228, http://www.wikidata.org/entity/Q932586",literal,,literal,,literal,http://www.wikidata.org/entity/Q15735821,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,,,,,,,wd:Q869
71,uri,http://www.wikidata.org/entity/Q62970160,en,literal,Lanta Silver,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
72,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q12147,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,351,en,literal,Hello Health Group Pte. Ltd,,,,wd:Q869
73,uri,http://www.wikidata.org/entity/Q16307513,en,literal,Genie Records,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
74,uri,http://www.wikidata.org/entity/Q29870678,en,literal,MBO Teen Entertainment Community,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-10-01T00:00:00Z,,,,,,,,,,wd:Q869
75,uri,http://www.wikidata.org/entity/Q7200907,en,literal,Plan Toys,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q57262286,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,,,,,,,wd:Q869
76,uri,http://www.wikidata.org/entity/Q61897167,en,literal,Conrad Bangkok,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,th,literal,โรงแรมคอนราด กรุงเทพ,,,,wd:Q869
77,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,uri,http://www.wikidata.org/entity/Q921,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,wd:Q869
78,uri,http://www.wikidata.org/entity/Q62298612,en,literal,PT,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
79,uri,http://www.wikidata.org/entity/Q3012106,en,literal,Daily News,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1008352,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,,,,,,,,,,wd:Q869
80,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,wd:Q869
81,uri,http://www.wikidata.org/entity/Q62391732,en,literal,Top Charoen,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
82,uri,http://www.wikidata.org/entity/Q1065088,en,literal,Nok Air,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q45744,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,,,,wd:Q869
83,uri,http://www.wikidata.org/entity/Q26878946,en,literal,Hilton Sukhumvit Bangkok,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
84,uri,http://www.wikidata.org/entity/Q15818414,en,literal,NokScoot,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-07-25T00:00:00Z,,,,,,,,,,wd:Q869
85,uri,http://www.wikidata.org/entity/Q6128861,en,literal,Major Cineplex,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-12-01T00:00:00Z,,,,,,,,,,wd:Q869
86,uri,http://www.wikidata.org/entity/Q20586293,en,literal,Areeya Property (PCL.),uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,wd:Q869
