,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
49,uri,http://www.wikidata.org/entity/Q1169599,en,literal,Unimarkt,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q15825471,literal,,literal,,literal,http://www.wikidata.org/entity/Q260176,literal,,,,,,,,,,,,,,,,,wd:Q40
50,uri,http://www.wikidata.org/entity/Q114840336,en,literal,Guidepost Montessori,,,,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
51,uri,http://www.wikidata.org/entity/Q109558465,en,literal,1a autoservice,,,,uri,http://www.wikidata.org/entity/Q39,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
52,uri,http://www.wikidata.org/entity/Q25916921,en,literal,ETSAN,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
53,uri,http://www.wikidata.org/entity/Q446542,en,literal,Semperit,http://www.w3.org/2001/XMLSchema#dateTime,literal,1910-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
54,uri,http://www.wikidata.org/entity/Q689934,en,literal,Die Presse,http://www.w3.org/2001/XMLSchema#dateTime,literal,1848-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
55,uri,http://www.wikidata.org/entity/Q107677634,en,literal,Equiva,,,,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
56,uri,http://www.wikidata.org/entity/Q19296579,en,literal,Modepark Röther,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q81048,literal,,,,,,,,,,,,,,,,,wd:Q40
57,uri,http://www.wikidata.org/entity/Q114458426,en,literal,ViewApp,,,,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
58,uri,http://www.wikidata.org/entity/Q27885355,en,literal,Turia + Kant,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
59,uri,http://www.wikidata.org/entity/Q109558465,en,literal,1a autoservice,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
60,uri,http://www.wikidata.org/entity/Q69052092,en,literal,Bergrestaurant Loser-Alm,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
61,uri,http://www.wikidata.org/entity/Q1385775,en,literal,Eyes + more,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q618211, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q9832,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,750,,,,,,,,,,,,,wd:Q40
62,uri,http://www.wikidata.org/entity/Q27265,en,literal,University of Salzburg,http://www.w3.org/2001/XMLSchema#dateTime,literal,1622-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
63,uri,http://www.wikidata.org/entity/Q106676990,,literal,Q106676990,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
64,uri,http://www.wikidata.org/entity/Q24045768,en,literal,Zizoo,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1741, http://www.wikidata.org/entity/Q1435, http://www.wikidata.org/entity/Q64",literal,,,,,,,,,,,,,,,,,wd:Q40
65,uri,http://www.wikidata.org/entity/Q698639,en,literal,Red Bull GmbH,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q56611639, http://www.wikidata.org/entity/Q4899370",literal,,literal,,literal,http://www.wikidata.org/entity/Q683825,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,11886,,,,,,,,,,,,,wd:Q40
66,uri,http://www.wikidata.org/entity/Q38492904,en,literal,Hotel-Restaurant Kaiserhof,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
67,uri,http://www.wikidata.org/entity/Q68941422,en,literal,Kohlröserlhütte,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
68,uri,http://www.wikidata.org/entity/Q63119182,en,literal,Park Hyatt Vienna,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
69,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,de,literal,Omoda,,,,,,,,,,wd:Q40
70,uri,http://www.wikidata.org/entity/Q66132404,en,literal,dean&david,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q1751445,literal,,literal,,literal,http://www.wikidata.org/entity/Q504854,literal,,,,,,,,,,,,,,,,,wd:Q40
71,uri,http://www.wikidata.org/entity/Q24266366,en,literal,Fussl Modestraße,http://www.w3.org/2001/XMLSchema#dateTime,literal,1871-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q682260,literal,,,,,,,,,,,,,,,,,wd:Q40
72,uri,http://www.wikidata.org/entity/Q108938165,,literal,Q108938165,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q875641,literal,,,,,de,literal,Theaterfabrik Weiz,,,,,,,,,,wd:Q40
73,uri,http://www.wikidata.org/entity/Q2537048,en,literal,WEB Windenergie,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q578688,literal,,,,,,,,,,,,,,,,,wd:Q40
74,uri,http://www.wikidata.org/entity/Q680662,en,literal,Austria Press Agency,http://www.w3.org/2001/XMLSchema#dateTime,literal,1849-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,519,,,,,,,,,,,,,wd:Q40
75,uri,http://www.wikidata.org/entity/Q66132404,en,literal,dean&david,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q32,literal,http://www.wikidata.org/entity/Q1751445,literal,,literal,,literal,http://www.wikidata.org/entity/Q504854,literal,,,,,,,,,,,,,,,,,wd:Q40
76,uri,http://www.wikidata.org/entity/Q783723,en,literal,Austrian Power Grid,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q112046,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
77,uri,http://www.wikidata.org/entity/Q591359,en,literal,Steyr Arms,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q392933,literal,,literal,,literal,http://www.wikidata.org/entity/Q682115,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,150,de,literal,Steyr Mannlicher AG,,,,,,,,,,wd:Q40
78,uri,http://www.wikidata.org/entity/Q47038456,,literal,Q47038456,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q665755,literal,,,,,,,,,,,,,,,,,wd:Q40
79,uri,http://www.wikidata.org/entity/Q114840336,en,literal,Guidepost Montessori,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
80,uri,http://www.wikidata.org/entity/Q41171672,en,literal,ALDI Süd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,wd:Q40
81,uri,http://www.wikidata.org/entity/Q107677634,en,literal,Equiva,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
