,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,country
10,uri,http://www.wikidata.org/entity/Q498407,en,literal,University of Latvia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,ru,literal,Латвийский Государственный университет,,,,,,,,,,wd:Q211
11,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q191,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
12,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q37,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
13,uri,http://www.wikidata.org/entity/Q12047031,en,literal,Prisma,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q159,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
14,uri,http://www.wikidata.org/entity/Q16363314,en,literal,Mego,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
15,uri,http://www.wikidata.org/entity/Q6514414,en,literal,Narvesen,http://www.w3.org/2001/XMLSchema#dateTime,literal,1894-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q37,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
16,uri,http://www.wikidata.org/entity/Q498407,en,literal,University of Latvia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,lv,literal,Pētera Stučkas Latvijas Valsts Universitāte,,,,,,,,,,wd:Q211
17,uri,http://www.wikidata.org/entity/Q27055921,en,literal,Circle K Latvia,,,,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
18,uri,http://www.wikidata.org/entity/Q20402089,en,literal,Jāņa sēta,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,"http://www.wikidata.org/entity/Q29585658, http://www.wikidata.org/entity/Q483130, http://www.wikidata.org/entity/Q42515",literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,lv,literal,Jāņa sēta,http://www.w3.org/2001/XMLSchema#decimal,literal,30,,,,,,,wd:Q211
19,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
20,uri,http://www.wikidata.org/entity/Q3741108,en,literal,Rimi Baltic,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,"http://www.wikidata.org/entity/Q18043413, http://www.wikidata.org/entity/Q7361709",literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
21,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
22,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
23,uri,http://www.wikidata.org/entity/Q5134411,en,literal,Clique,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q374,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
24,uri,http://www.wikidata.org/entity/Q15833214,en,literal,Maxima Latvia,,,,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,mul,literal,MAXIMA LATVIJA SIA,http://www.w3.org/2001/XMLSchema#decimal,literal,7427,http://www.w3.org/2001/XMLSchema#decimal,literal,21900000,,,,wd:Q211
25,uri,http://www.wikidata.org/entity/Q54862612,en,literal,Soaphog Game Studio,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
26,uri,http://www.wikidata.org/entity/Q57583051,en,literal,Mēness aptieka,,,,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
27,uri,http://www.wikidata.org/entity/Q6514414,en,literal,Narvesen,http://www.w3.org/2001/XMLSchema#dateTime,literal,1894-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
28,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q213,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
29,uri,http://www.wikidata.org/entity/Q12047031,en,literal,Prisma,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
30,uri,http://www.wikidata.org/entity/Q498407,en,literal,University of Latvia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,ru,literal,Латвийский университет,,,,,,,,,,wd:Q211
31,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q211
32,uri,http://www.wikidata.org/entity/Q498407,en,literal,University of Latvia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,lv,literal,Rīgas Universitāte,,,,,,,,,,wd:Q211
33,uri,http://www.wikidata.org/entity/Q12047031,en,literal,Prisma,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q191,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
34,uri,http://www.wikidata.org/entity/Q42588527,en,literal,Streetout Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
35,uri,http://www.wikidata.org/entity/Q1586376,en,literal,SmartLynx Airlines,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2232018, http://www.wikidata.org/entity/Q987175",literal,,,,,,,,,,,,,,wd:Q211
36,uri,http://www.wikidata.org/entity/Q2007643,en,literal,Riga Stradiņš University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,ru,literal,Рижский медицинский институт,,,,,,,,,,wd:Q211
37,uri,http://www.wikidata.org/entity/Q65588459,en,literal,Depo DIY,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5306895,literal,,,,,,,,,,,,,,wd:Q211
38,uri,http://www.wikidata.org/entity/Q110270591,en,literal,Beverina Productions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-08-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,"http://www.wikidata.org/entity/Q10302058, http://www.wikidata.org/entity/Q746359",literal,,literal,,literal,"http://www.wikidata.org/entity/Q252256, http://www.wikidata.org/entity/Q1773",literal,,,,,,,,,,,,,,wd:Q211
39,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q211
40,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q211
41,uri,http://www.wikidata.org/entity/Q27055983,en,literal,CSDD,,,,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
42,uri,http://www.wikidata.org/entity/Q498407,en,literal,University of Latvia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,lv,literal,Latvijas Universitāte,,,,,,,,,,wd:Q211
43,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q211
44,uri,http://www.wikidata.org/entity/Q100392934,en,literal,Darkflow Software,,,,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
45,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q191,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q211
46,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q37,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q211
47,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q236,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
48,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q189,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q211
49,uri,http://www.wikidata.org/entity/Q4045103,en,literal,Neatkarīgā Rīta Avīze,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
50,uri,http://www.wikidata.org/entity/Q12047031,en,literal,Prisma,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
51,uri,http://www.wikidata.org/entity/Q1806290,en,literal,The Baltic Times,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
52,uri,http://www.wikidata.org/entity/Q110678345,en,literal,ACME Film Latvija,,,,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
53,uri,http://www.wikidata.org/entity/Q104428259,en,literal,Baltcom,,,,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
54,uri,http://www.wikidata.org/entity/Q7389564,en,literal,SEB Unibanka,,,,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
55,uri,http://www.wikidata.org/entity/Q924512,en,literal,Diena,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-11-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
56,uri,http://www.wikidata.org/entity/Q498407,en,literal,University of Latvia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,ru,literal,Латвийский государственный университет им. П. Стучки,,,,,,,,,,wd:Q211
57,uri,http://www.wikidata.org/entity/Q110979381,en,literal,Depozīta punkts,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
58,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q211
59,uri,http://www.wikidata.org/entity/Q14239556,en,literal,Citadele banka,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1625,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2642642800,wd:Q211
60,uri,http://www.wikidata.org/entity/Q6743482,en,literal,Malienas Ziņas,,,,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
61,uri,http://www.wikidata.org/entity/Q796010,en,literal,BITĖ Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q37,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q216,literal,,,,,,,,,,,,,,wd:Q211
62,uri,http://www.wikidata.org/entity/Q498407,en,literal,University of Latvia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,ru,literal,Рижский университет,,,,,,,,,,wd:Q211
63,uri,http://www.wikidata.org/entity/Q327094,en,literal,Latvian Railways,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q7590,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6265,,,,,,,wd:Q211
64,uri,http://www.wikidata.org/entity/Q21011154,en,literal,Sadales tīkls,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
65,uri,http://www.wikidata.org/entity/Q498407,en,literal,University of Latvia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,ru,literal,Высшая школа Латвии,,,,,,,,,,wd:Q211
66,uri,http://www.wikidata.org/entity/Q4041942,en,literal,Just5,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
67,uri,http://www.wikidata.org/entity/Q4036868,,literal,Q4036868,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
68,uri,http://www.wikidata.org/entity/Q796010,en,literal,BITĖ Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q216,literal,,,,,,,,,,,,,,wd:Q211
69,uri,http://www.wikidata.org/entity/Q2007643,en,literal,Riga Stradiņš University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,ru,literal,Рижский университет имени П. Страдыня,,,,,,,,,,wd:Q211
70,uri,http://www.wikidata.org/entity/Q4037918,en,literal,Ecolines,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q7590,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
71,uri,http://www.wikidata.org/entity/Q6447626,en,literal,Kurzemnieks,,,,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q211
72,uri,http://www.wikidata.org/entity/Q498407,en,literal,University of Latvia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,lv,literal,Latvijas Valsts universitāte,,,,,,,,,,wd:Q211
73,uri,http://www.wikidata.org/entity/Q110783691,,literal,Q110783691,,,,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
74,uri,http://www.wikidata.org/entity/Q61121615,en,literal,Balticom,,,,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
75,uri,http://www.wikidata.org/entity/Q2007643,en,literal,Riga Stradiņš University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,ru,literal,Латвийская медицинская академия,,,,,,,,,,wd:Q211
76,uri,http://www.wikidata.org/entity/Q16822050,en,literal,Augstsprieguma tīkls,http://www.w3.org/2001/XMLSchema#dateTime,literal,1939-10-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q112046,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
77,uri,http://www.wikidata.org/entity/Q1807088,en,literal,Latvijas Pasts,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q177777,literal,,literal,,literal,http://www.wikidata.org/entity/Q1773,literal,,,,,,,,,,,,,,wd:Q211
