SDC Deal No,Date Announced,Rank Date,"Rank Value inc. Net Debt of Target
(USD, Millions)",Target Full Name,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,"Target Financial Advisors Name
('|')","Acquiror Financial Advisors Name
('|')",Deal Status,Form of the Deal,Acquiror Number of Employees,Target Number of Employees,Acquiror PermID,Target PermID,Target Founded Date,Target Primary Ticker Symbol,Acquiror Founded Date,"Acquiror Current Assets Last 12 Months
(USD, Millions)","Current Assets Last 12 Months 
(USD, Millions)","Acquiror Market Value 4 Weeks Prior to Announcement
(USD, Millions)","Target Market Value 4 Weeks Prior to Announcement
(USD, Millions)","Region of Headquarters
('|')","Acquiror CashFLow LTM
(USD, Millions)","EBITDA Last 12 Months
(USD, Millions)"
3933034040,06/10/2022,06/10/2022,5.62,Beijing Oriental Wisdom Cultural Development Co Ltd,Consumer Products and Services,Educational Services,China (Mainland),China Liberal (Beijing) Education Technology Co Ltd,Consumer Products and Services,Educational Services,China (Mainland),,,Pending,Merger,,,5083159648,5083159652,,,,,,,,Asia Pacific Excluding Central Asia,,
3933045040,06/07/2022,06/07/2022,33.82,Myway Developments Ltd,Real Estate,Other Real Estate,China (Mainland),Power Rider Enterprises Corp,Financials,Other Financials,China (Mainland),,,Pending,Merger,,,5050271298,4297535945,,,,,,,,Asia Pacific Excluding Central Asia,,
3933053040,06/11/2022,06/11/2022,58.79,Guangzhou Hengyun Construction Investment Co Ltd,Financials,Asset Management,China (Mainland),Guangzhou High-Tech Zone Modern Energy Group Co Ltd,Energy and Power,Power,China (Mainland),,,Completed,Merger,,,5083159843,5035774591,19/11/2008,,20/11/2018,,,,,Asia Pacific Excluding Central Asia,,
3933065040,06/09/2022,06/09/2022,0.00,iEnergizer Ltd,Consumer Products and Services,Professional Services,Guernsey,BPEA Advisors Pvt Ltd,Consumer Products and Services,Professional Services,India,Barclays|Arden Partners Ltd|JP Morgan Cazenove|Strand Hanson Ltd,,Pending,Merger,,,5073983321,5001221790,01/01/2000,IBPO,18/06/2009,,123.41,,916.16,Europe,,89.94
3933085040,06/08/2022,06/08/2022,0.00,Industrial Starter SpA,Consumer Staples,Textiles & Apparel,Italy,Protective Industrial Products Inc,Consumer Staples,Textiles & Apparel,United States,,KPMG,Completed,Merger,,,4296274621,5039880625,01/01/1962,,01/01/1984,,26.92,,,Europe,,4.57
3933087040,06/13/2022,06/13/2022,0.00,Disko Exploration Ltd,Materials,Metals & Mining,United Kingdom,Shareholders,Financials,Other Financials,United Kingdom,,,Withdrawn,Acquisition,,,,5052795074,28/11/2006,N/A,,,,,,Europe,,
3933098040,05/23/2022,05/23/2022,0.00,ShawMan Software Pvt Ltd,High Technology,IT Consulting & Services,India,IDS Next Business Solutions Pvt Ltd,Media and Entertainment,Hotels and Lodging,India,,,Completed,Merger,,,5083159696,5041746446,01/01/1989,,01/01/1987,,,,,Asia Pacific Excluding Central Asia,,
3933099040,06/11/2022,06/11/2022,103.35,Qingdao Huihong Shengshi Real Estate Co Ltd,Real Estate,Other Real Estate,China (Mainland),Shanghai Hongtong Enterprise Development Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),,,Pending,Merger,,,5083159697,5083159401,29/09/2021,,19/05/2020,,,,,Asia Pacific Excluding Central Asia,,
3933117020,05/27/2022,05/27/2022,0.00,Infrastructure Management Services LLC,Industrials,Building/Construction & Engineering,United States,International Cybernetics Co LP,High Technology,Software,United States,,,Completed,Merger,,,5007907946,5001087694,01/01/1985,,01/01/1975,,,,,Americas,,
3933162020,06/13/2022,06/13/2022,0.00,Lease Plan USA Inc,Consumer Products and Services,Professional Services,United States,Athene Holding Ltd,Financials,Insurance,United States,Goldman Sachs & Co,,Completed,Merger,,249.00,5037639837,4296106756,,,01/01/2009,,,,,Americas,,
3933180020,06/13/2022,06/13/2022,0.00,Protext Mobility Inc,High Technology,Software,United States,Republic Of South Africa Medical Marijuana Dispensaries Acquisitions LLC,Healthcare,Biotechnology,South Africa,,,Completed,Merger,,,5083159743,4295902624,,TXTM,,,,,15.96,Americas,,
3933199020,06/01/2022,06/01/2022,0.00,Taylor & Pond Corporate Communications LLC,Telecommunications,Telecommunications Services,United States,Fortress Brand,High Technology,Software,United States,,Translink Corporate Finance,Completed,Merger,,,5067584715,4297074694,01/01/1970,,01/01/2012,,,,,Americas,,
3933215040,06/14/2022,06/14/2022,388.73,Elmo Software Ltd,High Technology,Software,Australia,Undisclosed Acquiror,Financials,Brokerage,,UBS Investment Bank,,Withdrawn,Merger,,,,5056404614,09/10/2002,ELO,,,60.52,,200.16,Asia Pacific Excluding Central Asia,,-7.81
3933217020,06/10/2022,06/10/2022,0.00,George Smith Partners Inc,Financials,Asset Management,United States,Axcess Capital Solutions Inc,Financials,Asset Management,United States,,,Pending,Merger,,,5083159875,5002328635,,,,,,,,Americas,,
3933226020,06/13/2022,06/13/2022,341.00,Blue Nile Inc,High Technology,Internet Software & Services,United States,Mudrick Capital Acquisition Corp II,Financials,Alternative Financial Investments,United States,,Jefferies LLC,Withdrawn,Merger,,241.00,5077898563,4295899912,01/01/1999,,,0.16,,"1,105.50",,Americas,,
3933232040,06/14/2022,06/14/2022,138.84,Absolute Equity Performance Fund Ltd,Financials,Other Financials,Australia,WAM Leaders Ltd,Financials,Other Financials,Australia,BDO,,Completed,Merger,,,5050718967,5047645718,02/10/2015,AEG,01/01/1997,0.00,,"1,141.43",49.17,Asia Pacific Excluding Central Asia,,
3933235020,06/13/2022,06/13/2022,75.00,Farmers & Stockmens Bank,Financials,Banks,United States,CrossFirst Bank,Financials,Banks,United States,Piper Sandler & Co,Keefe Bruyette & Woods Inc,Pending,Merger,,,5000648166,5012977226,01/01/1920,,01/01/2007,,,,,Americas,,
3933245040,06/13/2022,06/13/2022,"2,101.77",The Go-Ahead Group PLC,Industrials,Transportation & Infrastructure,United Kingdom,Gerrard Investment Bidco Ltd,Financials,Other Financials,United Kingdom,Rothschild & Co|Peel Hunt LLP|Investec Bank PLC,UBS AG|Santander Corp & Invest Bkg,Completed,Merger,,"27,500.00",5083159782,4295895897,01/01/1980,GOG,24/05/2022,,974.29,,547.77,Europe,,646.66
3933260040,06/14/2022,06/14/2022,50.66,Cangzhou Pang Da Industrial Co Ltd,Industrials,Automobiles & Components,China (Mainland),Tianjin Zhongyuanxing Investment Co Ltd,Financials,Other Financials,China (Mainland),,,Pending,Merger,,,5064617566,5083159801,,,,,,,,Asia Pacific Excluding Central Asia,,
3933368040,06/06/2022,06/06/2022,0.00,Gpt Management Holdings Ltd-Wholesale Retail Property Vehicle,Financials,Asset Management,Australia,AMP Capital Shopping Centre Fund,Financials,Alternative Financial Investments,Australia,,,Pending,Merger,,,4298504929,,,,,,,,,Asia Pacific Excluding Central Asia,,
3933374040,06/10/2022,06/10/2022,0.00,Kurilgeo OOO,Materials,Metals & Mining,Russia,Far Ist Gold OOO,Financials,Other Financials,Armenia,,,Completed,Merger,,,5083159956,5000610723,14/04/2006,,04/04/2022,,,,,Europe,,
3933377040,06/14/2022,06/14/2022,0.00,CEM,High Technology,Electronics,Japan,RIXTECHNO Co Ltd,Industrials,Machinery,Japan,,,Completed,Merger,,,5036179972,5083159948,26/05/2003,,01/04/2004,,,,,Japan,,
3933385040,05/31/2022,05/31/2022,436.00,Freightos Ltd,Consumer Products and Services,Professional Services,Israel,Gesher I Acquisition Corp,Financials,Alternative Financial Investments,Israel,Oppenheimer & Co Inc,Houlihan Lokey,Pending,Merger,,,5081323685,5083160099,01/01/2012,,01/01/2021,,,,,"Africa, Middle East, or Central Asia",,
3933386040,06/01/2022,06/01/2022,0.00,Zheltuginskaia GRK OOO,Materials,Metals & Mining,Russia,Far Ist Gold OOO,Financials,Other Financials,Armenia,,,Completed,Merger,,,5083159956,5083159962,09/03/2017,,04/04/2022,,,,,Europe,,
3933395040,05/24/2022,05/24/2022,1.44,Centrica Business Solutions Mexico SA de CV,Energy and Power,Oil & Gas,Mexico,ReVolve Renewable Power Ltd,Energy and Power,Power,Ireland,,,Completed,Merger,,,5081077957,5071534125,,,19/05/2011,,,,,Americas,,
3933396040,06/06/2022,06/06/2022,0.00,Barska Sp z o o,Real Estate,Real Estate Management & Development,Poland,Generali CEE Holding BV,Financials,Insurance,Czech Republic,Baker Tilly International,,Pending,Merger,,,5000637712,5042253914,09/05/2007,,17/01/2008,"1,714.29",,,,Europe,,
3933550040,06/14/2022,06/14/2022,0.00,John Masters Organics Group Inc,Retail,Other Retailing,Japan,John Masters Holdings Inc,Financials,Other Financials,Japan,UBS Investment Bank,Nomura Securities|Deloitte Tohmatsu FA,Pending,Merger,,,5083160128,5065297622,,,,,,,,Japan,,
3933579020,06/14/2022,06/14/2022,0.00,John Masters Organics Inc,Retail,Other Retailing,United States,John Masters Holdings Inc,Financials,Other Financials,Japan,,Nomura Securities|Deloitte Tohmatsu FA,Pending,Merger,,,5083160128,5051175741,01/01/1991,,,,,,,Americas,,
3933591040,06/13/2022,06/13/2022,3.36,Glomor Three (Pty) Ltd,Real Estate,REITs,South Africa,Afine Investments Ltd,Real Estate,REITs,South Africa,,,Pending,Merger,,,5081499779,5083160218,,,12/11/2020,,,27.71,,"Africa, Middle East, or Central Asia",,
3933634020,04/28/2022,05/31/2022,7.00,Seatrust Mortgage Co,Financials,Brokerage,United States,Primis Bank,Financials,Banks,United States,,,Completed,Merger,,,5000319478,5071510447,01/02/2020,,,"2,842.73",,,,Americas,,
3933665040,06/09/2022,06/09/2022,35.79,Food Empire Real Estates Pte Ltd,Real Estate,Other Real Estate,Singapore,Lian Beng (Harrison) Pte Ltd,Financials,Other Financials,Singapore,,,Completed,Merger,,,5083160269,5083160262,,,,,,,,Asia Pacific Excluding Central Asia,,
3933770040,06/14/2022,06/14/2022,29.61,StaySafe Ltd,High Technology,IT Consulting & Services,United Kingdom,Ecoonline AS,High Technology,Software,Norway,KPMG,,Completed,Merger,,,5044171257,5083160309,01/01/2012,,15/08/2000,8.54,,,,Europe,,
3933780020,05/04/2022,05/04/2022,0.00,Royal Circuit Solutions Inc,High Technology,Semiconductors,United States,Summit Interconnect Inc,High Technology,Semiconductors,United States,,,Completed,Merger,,,5060656266,5002482656,01/01/1998,,01/04/2016,,,,,Americas,,
3933810040,06/14/2022,06/14/2022,0.00,Aleris Aluminum Duffel BVBA,Materials,Metals & Mining,Belgium,American Industrial Partners LP,Financials,Alternative Financial Investments,United States,,Messier & Associes,Pending,Merger,15.00,,4296810487,4298251271,01/01/1946,,01/01/1989,,337.17,,,Europe,,32.05
3933900040,06/13/2022,06/13/2022,0.00,Rena Solar Technologies (Yiwu) Co Ltd,Energy and Power,Alternative Energy Sources,China (Mainland),Valuevale Investment Ltd,Financials,Other Financials,Hong Kong,,,Pending,Merger,,,5056438098,5083161391,,,,,,,,Asia Pacific Excluding Central Asia,,
3933904040,06/13/2022,06/13/2022,52.57,Shanghai Rena Trading Co Ltd,Consumer Products and Services,Other Consumer Products,China (Mainland),Valuevale Investment Ltd,Financials,Other Financials,Hong Kong,,,Pending,Merger,,,5056438098,5083161394,,,,,,,,Asia Pacific Excluding Central Asia,,
3933961040,06/15/2022,06/15/2022,0.03,Sichuan Qutang Construction Engineering Co Ltd,Industrials,Building/Construction & Engineering,China (Mainland),Beijing Creative New Energy Technology Development Co Ltd,High Technology,Software,China (Mainland),,,Completed,Merger,,,5082453792,5083161864,03/11/2020,,26/08/2021,,,,,Asia Pacific Excluding Central Asia,,
3933991040,05/27/2022,05/27/2022,160.95,HS Credit Birmingham Ltd,Financials,Banks,United Kingdom,Lei Shing Hong Capital Ltd,Financials,Other Financials,Hong Kong,,,Completed,Merger,,,5050923833,5074005122,,,29/07/1993,,37.74,,,Europe,,1.53
3933993040,06/01/2022,06/01/2022,5.18,Sendero Resources Corp,Materials,Metals & Mining,Canada,Intertidal Capital Corp,Financials,Other Financials,Canada,,,Pending,Merger,,,5081483939,5083161893,,,27/06/2018,,,,,Americas,,
3934003040,06/15/2022,06/15/2022,3.69,AKIKEN Civil Engineering Consultancy Inc,Industrials,Building/Construction & Engineering,Japan,Meiho Engineering Inc,Industrials,Building/Construction & Engineering,Japan,,,Pending,Merger,,,5039695171,5083161895,29/07/1966,,25/07/1981,,,,,Japan,,
3934005020,04/26/2022,04/26/2022,0.00,CrossVue,High Technology,IT Consulting & Services,United States,Shareholders,Financials,Other Financials,United States,,,Completed,Acquisition,,,,,,,,,,,,Americas,,
3934027040,06/13/2022,06/13/2022,938.89,Sunrise Energy Project,Energy and Power,Oil & Gas,Canada,Cenovus Energy Inc,Energy and Power,Oil & Gas,Canada,,,Completed,Merger,"2,810.00",,5082075678,,,,30/11/2009,0.00,,"40,705.51",,Americas,,
3934043040,06/14/2022,06/14/2022,122.44,Spoonbill Holding GmbH,Financials,Other Financials,Germany,Grupa Pracuj SA,Consumer Products and Services,Employment Services,Poland,,Houlihan Lokey|IMAP,Completed,Merger,,,5076366249,5080059141,01/01/2018,,01/01/2000,,,,,Europe,,
3934067040,04/20/2022,04/20/2022,0.00,PDL Group AB,Media and Entertainment,Recreation & Leisure,Sweden,Padel United Intressenter Sverige AB,Media and Entertainment,Recreation & Leisure,Sweden,Carnegie Investment Bank AB,PricewaterhouseCoopers,Completed,Merger,,,5081502162,5083161965,,,,,23.57,,,Europe,,-4.06
3934121040,03/31/2022,03/31/2022,21.86,Beijing Yuekai Television Media Co Ltd,Media and Entertainment,Broadcasting,China (Mainland),Undisclosed Acquiror,Financials,Brokerage,,,,Completed,Merger,,,,5059925165,06/07/2015,,,,,,,Asia Pacific Excluding Central Asia,,
3934148040,06/14/2022,06/14/2022,0.00,Gore Browne Investment Management Ltd,Financials,Asset Management,United Kingdom,Hawksmoor Investment Management Ltd,Financials,Asset Management,United Kingdom,,,Completed,Merger,,,4298419704,5043330204,19/08/2004,,,,,,,Europe,,
3934159040,06/12/2022,06/12/2022,0.00,Workport Asia Co Ltd,Consumer Products and Services,Professional Services,Thailand,WORKPORT Inc,Consumer Products and Services,Employment Services,Japan,,,Completed,Merger,,,4296153518,5083162018,27/04/2016,,01/03/2003,,,,,Asia Pacific Excluding Central Asia,,
3934170040,06/14/2022,06/14/2022,0.00,Al Ahli Bank of Kuwait KSC,Financials,Banks,Kuwait,Gulf Bank KSCP,Financials,Banks,Kuwait,,,Pending,Merger,,,4295882799,4295882870,23/05/1967,ABK,01/01/1960,0.00,0.00,,,"Africa, Middle East, or Central Asia",,
3934175040,04/22/2022,04/22/2022,0.00,ANY Lifestyle Marketing GmbH,Media and Entertainment,Advertising & Marketing,Germany,Rezolve Ltd,Retail,Internet and Catalog Retailing,United Kingdom,,,Completed,Merger,,,5031678932,5083162045,,,11/09/2015,,,,,Europe,,
3934253040,06/15/2022,06/15/2022,0.00,MAKRO Cash & Carry Belgium NV,Consumer Staples,Food and Beverage,Belgium,Bronze Properties SARL,Financials,Asset Management,Luxembourg,Rothschild & Co,,Completed,Merger,,,5052509770,4298253402,01/01/1970,,,,320.01,,,Europe,,-39.49
3934337040,05/31/2022,05/31/2022,0.00,Box 1824 Planejamento e Marketing Ltda,Consumer Products and Services,Professional Services,Brazil,CI&T Inc,High Technology,IT Consulting & Services,Brazil,,,Completed,Merger,,,4298420584,5044513713,,,01/01/1995,,,,,Americas,,
3934454020,05/02/2022,05/02/2022,300.00,VCV Power Gamma Inc,High Technology,Computers & Peripherals,United States,Fortune Rise Acquisition Corp,Financials,Alternative Financial Investments,United States,Maxim Group LLC,US Tiger Securities Inc,Pending,Merger,,,5080193594,5083162591,,,01/02/2021,,,129.49,,Americas,,
3934462020,05/02/2022,05/02/2022,50.00,VCV Power Sigma Inc,High Technology,Computers & Peripherals,United States,Fortune Rise Acquisition Corp,Financials,Alternative Financial Investments,United States,Maxim Group LLC,US Tiger Securities Inc,Withdrawn,Merger,,,5080193594,5083162586,,,01/02/2021,,,129.36,,Americas,,
3934497020,05/27/2022,06/02/2022,"1,009.80",United Gear & Assembly Inc,Industrials,Machinery,United States,Aesther Healthcare Acquisition Corp,Financials,Alternative Financial Investments,United States,Colonnade Advisors LLC,EF Hutton,Withdrawn,Merger,,,5081140967,4296991612,,,01/06/2021,,,467.80,,Americas,,
3934586020,06/14/2022,06/14/2022,0.00,Woodlark Hotel LLC,Media and Entertainment,Hotels and Lodging,United States,NBP Capital,Real Estate,REITs,United States,,,Completed,Merger,,,5045852028,5075457213,,,,,,,,Americas,,
3934587040,06/14/2022,06/14/2022,0.00,eSSENTIAL Accessibility Inc,High Technology,Software,Canada,Level Access Holdings Inc,High Technology,IT Consulting & Services,United States,,AGC Partners,Completed,Merger,,,5055941613,5045107109,01/01/2004,,01/01/1997,,,,,Americas,,
3934595040,06/10/2022,06/10/2022,0.00,Orinswift Ventures Ltd,Financials,Brokerage,Canada,Pascal Financial Services Inc,High Technology,IT Consulting & Services,Canada,,,Pending,Merger,,,5078375246,5083162675,29/10/2021,,,,,,,Americas,,
3934611020,06/01/2022,06/01/2022,211.31,Rally Communitas Corp,High Technology,Software,United States,Americas Technology Acquisition Corp,Financials,Alternative Financial Investments,United States,Chardan Capital Markets LLC,Stout,Withdrawn,Merger,,,5079157158,5083162853,01/01/2015,,08/09/2020,0.64,,148.77,,Americas,,
3934646040,06/16/2022,06/16/2022,0.00,Huizhou Champion Asia Intelligent Technology Co Ltd,Industrials,Other Industrials,China (Mainland),Huizhou Champion Asia Digital Technology Co Ltd,High Technology,Electronics,China (Mainland),,,Pending,Merger,,,5083162901,5083162900,28/04/2019,,,,,,,Asia Pacific Excluding Central Asia,,
3934656040,06/15/2022,06/17/2022,66.54,Zhejiang Wolong Mining Co Ltd,Materials,Metals & Mining,China (Mainland),Wolong Mining (Shanghai) Co Ltd,Retail,Automotive Retailing,China (Mainland),,,Withdrawn,Merger,,,4297944656,5082189111,21/04/2016,,03/11/2006,,,,,Asia Pacific Excluding Central Asia,,
3934672040,04/27/2022,04/27/2022,0.00,BUZZCAST Inc,Media and Entertainment,Motion Pictures / Audio Visual,Japan,Plott Inc,Media and Entertainment,Motion Pictures / Audio Visual,Japan,,Plutus Consulting Co Ltd,Completed,Merger,,,5080169250,5049098275,01/04/2012,,02/08/2017,,,,,Japan,,
3934693040,06/15/2022,06/15/2022,0.00,Yugen Kaisha Haraguchi Kenzaiten,Materials,Construction Materials,Japan,Buruken West,High Technology,Electronics,Japan,,,Pending,Merger,,,5064636675,5083162713,16/04/1963,,29/05/2014,,,,,Japan,,
3934700020,06/14/2022,06/14/2022,0.00,Pixly Inc,Media and Entertainment,Advertising & Marketing,United States,Acceleration Community of Cos,Media and Entertainment,Advertising & Marketing,United States,GP Bullhound Ltd,,Completed,Merger,,,,5083162717,,,,,,,,Americas,,
3934705040,06/15/2022,06/15/2022,29.75,CGN (Hubei) Integrated Energy Services Co Ltd,Energy and Power,Power,China (Mainland),CGN Wind Energy Ltd,Energy and Power,Power,China (Mainland),,,Pending,Merger,,,5042218272,5083162720,04/05/2017,,25/05/2010,"7,014.96",,,,Asia Pacific Excluding Central Asia,,
3934719040,06/08/2022,06/08/2022,0.00,Kamo Taxi,Industrials,Transportation & Infrastructure,Japan,Toa Kotsu,Industrials,Transportation & Infrastructure,Japan,,Aozora Bank Ltd,Completed,Merger,,,5044679692,5044672209,20/01/1955,,01/08/1950,,,,,Japan,,
3934747040,06/10/2022,06/10/2022,5.61,Tower Insurance (PNG) Ltd,Financials,Insurance,Papua New Guinea,Alpha Insurance Ltd,Financials,Insurance,Papua New Guinea,,,Completed,Merger,,,5083162760,5036778590,,,,,,,,Asia Pacific Excluding Central Asia,,
3934787040,06/15/2022,06/15/2022,0.27,AVIC Construction Energy Technology Jiangsu Co Ltd,Energy and Power,Power,China (Mainland),China Aviation Industry Renewable Energy Corp,Financials,Other Financials,China (Mainland),,,Pending,Merger,,,4298549702,5083163014,,,26/01/1989,,,,,Asia Pacific Excluding Central Asia,,
3934791040,06/15/2022,06/15/2022,0.49,Shanghai AVIC Construction Energy Technology Co Ltd,Energy and Power,Power,China (Mainland),China Aviation Industry Renewable Energy Corp,Financials,Other Financials,China (Mainland),,,Pending,Merger,,,4298549702,5083162758,,,26/01/1989,,,,,Asia Pacific Excluding Central Asia,,
3934794020,06/14/2022,06/14/2022,594.00,Excelera DCE,Consumer Products and Services,Professional Services,United States,Future Health ESG Corp,Financials,Alternative Financial Investments,United States,,Roth Capital Partners Inc|BTIG LLC|Cantor Fitzgerald & Co,Pending,Merger,,,5081177133,5083162779,01/01/2022,,01/09/2021,,,643.50,,Americas,,
3934799040,06/15/2022,06/15/2022,0.41,Jilin AVIC Construction Energy Technology Co Ltd,Energy and Power,Power,China (Mainland),China Aviation Industry Renewable Energy Corp,Financials,Other Financials,China (Mainland),,,Pending,Merger,,,4298549702,5083162767,,,26/01/1989,,,,,Asia Pacific Excluding Central Asia,,
3934803040,06/15/2022,06/15/2022,2.90,Shaanxi AVIC Construction Energy Technology Co Ltd,Energy and Power,Power,China (Mainland),China Aviation Industry Renewable Energy Corp,Financials,Other Financials,China (Mainland),,,Pending,Merger,,,4298549702,5083162776,,,26/01/1989,,,,,Asia Pacific Excluding Central Asia,,
3934838040,06/15/2022,06/15/2022,325.00,Moolec Science Ltd,Consumer Staples,Agriculture & Livestock,United Kingdom,Lightjump Acquisition Corp,Financials,Alternative Financial Investments,United States,,Earlybirdcapital Inc,Completed,Merger,,,5079232364,5080036539,21/08/2020,,28/07/2020,0.52,,172.66,,Europe,,
3934843040,05/02/2022,05/02/2022,0.00,HSB Norra Stor-Stockholm ek for,Real Estate,Real Estate Management & Development,Sweden,HSB Stockholm ek for,Real Estate,Residential,Sweden,,,Completed,Merger,,,4297983698,5073111186,01/01/1947,,01/01/1923,,,,,Europe,,
3934848040,06/15/2022,06/15/2022,0.00,Global Ports Holding PLC,Industrials,Transportation & Infrastructure,United Kingdom,SAS Shipping Agencies Services SARL,Financials,Other Financials,Luxembourg,Citigroup Global Markets Ltd,,Withdrawn,Merger,,,5039612913,5055945382,01/04/2004,GPH,,844.50,210.74,,85.50,Europe,,-17.13
3934856040,04/04/2022,04/04/2022,0.00,Nelemans Combinatie BV,Materials,Construction Materials,Netherlands,BMN Bouwmaterialenhandel BV,Materials,Construction Materials,Netherlands,Capitalmind,,Completed,Merger,,,4298096102,4298331315,01/01/1993,,,,13.19,,,Europe,,
3934902040,06/09/2022,06/09/2022,0.00,Vision Super Pty Ltd,Financials,Asset Management,Australia,LGSS Pty Ltd,Financials,Asset Management,Australia,,,Pending,Merger,,,4297201569,4297224738,01/01/1947,,01/01/1997,,,,,Asia Pacific Excluding Central Asia,,
3934922040,06/10/2022,06/10/2022,0.00,Trade Nice Ltd,Real Estate,REITs,Hong Kong,Sheng Ye International Capital Ltd,Financials,Other Financials,Hong Kong,,,Pending,Merger,,,5083163126,5083163116,01/01/2013,,,,,,,Asia Pacific Excluding Central Asia,,
3934926040,06/15/2022,06/15/2022,0.00,Virtual Desire Events Jsc,High Technology,E-commerce / B2B,Vietnam,Marry Co Ltd,High Technology,E-commerce / B2B,Vietnam,,,Completed,Merger,,,5083163112,5083163137,,,,,,,,Asia Pacific Excluding Central Asia,,
3934936020,05/16/2022,05/16/2022,1.90,Knowledge Strategies Inc,Consumer Products and Services,Educational Services,United States,Pluribus Technologies Corp,Financials,Other Financials,Canada,,,Completed,Merger,,,5080079906,5083163143,01/01/2000,,01/01/2017,,,,,Americas,,
3935182020,05/03/2022,05/03/2022,0.00,Slayton Wireless LLC,Telecommunications,Wireless,United States,Alliance Mobile Inc,Telecommunications,Wireless,United States,,,Completed,Merger,,,5083163728,5063622574,,,01/01/2008,,,,,Americas,,
3935255040,05/24/2022,05/24/2022,36.49,Heilongjiang Xiangyu Micro Loan Co Ltd,Financials,Credit Institutions,China (Mainland),Xiamen Xiangyu Investment Co Ltd,Financials,Other Financials,China (Mainland),China International Capital Co,,Pending,Merger,,,5083164091,5083164070,19/10/2015,,12/07/1995,,,,,Asia Pacific Excluding Central Asia,,
3935268040,06/09/2022,06/09/2022,0.00,Volterra Lykovouni SA,Energy and Power,Power,Greece,PPC Renewables SA,Energy and Power,Power,Greece,Eurobk Ergasias Svcs & Hldg,PricewaterhouseCoopers,Pending,Merger,,,5034820657,5079682943,01/01/2017,,,,,,,Europe,,
3935276040,06/09/2022,06/09/2022,0.00,Iliofaneia SA,Energy and Power,Power,Greece,PPC Renewables SA,Energy and Power,Power,Greece,Eurobk Ergasias Svcs & Hldg,PricewaterhouseCoopers,Pending,Merger,,,5034820657,5035871296,,,,,,,,Europe,,
3935279040,06/16/2022,06/16/2022,0.00,Bank Of Kathmandu Ltd,Financials,Banks,Nepal,Global IME Bank Ltd,Financials,Banks,Nepal,,,Pending,Merger,,,5001210863,4296933487,01/03/1995,,01/01/2012,,,,,Asia Pacific Excluding Central Asia,,
3935292040,06/16/2022,06/16/2022,9.68,Zhejiang Guangsha Cultural Industry Development Co Ltd,Media and Entertainment,Advertising & Marketing,China (Mainland),Dongyang Cultural Tourism Investment Group Co Ltd,Financials,Other Financials,China (Mainland),,,Completed,Merger,,,5083163891,5035930215,16/09/2019,,30/04/2009,,,,,Asia Pacific Excluding Central Asia,,
3935322040,05/23/2022,05/23/2022,0.00,J. Roger Preston Ltd,Industrials,Building/Construction & Engineering,Hong Kong,Global Infrastructure Solutions Inc,Industrials,Building/Construction & Engineering,United States,,,Completed,Merger,,,5053128369,5083163923,01/01/1962,,01/01/2017,,,,,Asia Pacific Excluding Central Asia,,
3935348040,06/07/2022,06/07/2022,306.59,Imu Health Sdn Bhd,Financials,Other Financials,Malaysia,Inbound Education Holdings Sdn Bhd,Financials,Other Financials,Malaysia,,,Pending,Merger,,,5083164165,4296285472,27/06/2006,,,,,,,Asia Pacific Excluding Central Asia,,
3935359040,05/31/2022,05/31/2022,0.00,sea lane Co Ltd,Industrials,Building/Construction & Engineering,Japan,SBC Medical Group Co Ltd,Healthcare,Hospitals,Japan,,,Completed,Merger,,,5074845573,5083164158,01/04/1992,,01/03/2000,,,,,Japan,,
3935363040,05/06/2022,05/06/2022,0.00,Invite LLC,Media and Entertainment,Advertising & Marketing,Russia,MF Technologies JSC,Consumer Products and Services,Professional Services,Russia,,,Completed,Merger,,,5063747889,5083164151,13/10/2014,,29/01/2018,,,,,Europe,,
3935451040,06/03/2022,06/03/2022,35.22,Forky No.1 Co Ltd,Financials,Other Financials,Singapore,Oriental Energy (Singapore) International Trade Co Ltd,Energy and Power,Oil & Gas,Singapore,,,Pending,Merger,,,5044250723,5083164031,29/05/2020,,23/09/2011,,,,,Asia Pacific Excluding Central Asia,,
3935455040,06/03/2022,06/03/2022,37.51,Forky No.2 Co Ltd,Financials,Other Financials,Singapore,Oriental Energy (Singapore) International Trade Co Ltd,Energy and Power,Oil & Gas,Singapore,,,Pending,Merger,,,5044250723,5083164034,28/05/2020,,23/09/2011,,,,,Asia Pacific Excluding Central Asia,,
3935489040,06/08/2022,06/08/2022,85.59,Barkey Holding GmbH,Healthcare,Healthcare Equipment & Supplies,Germany,Azenta Germany GmbH,Industrials,Other Industrials,Germany,EuroConsult,,Completed,Merger,,,5063281092,5083164471,01/01/1980,,09/02/2007,,,,,Europe,,
3935496040,06/07/2022,12/09/2022,195.81,Shenzhen Wandou Jianjian Network Technology Co Ltd,High Technology,Internet Software & Services,China (Mainland),Fujian Zitian Media Technology Co Ltd,Industrials,Machinery,China (Mainland),,Chuancai Securities Co Ltd,Pending,Merger,,,5000527109,5083164478,09/04/2014,,21/03/2002,420.34,,784.19,,Asia Pacific Excluding Central Asia,,
