company_id,edge_type,val_id,node_type
5052665318.0,Macro Industry,Real Estate,Industry
5000012948.0,Macro Industry,Financials,Industry
5082178396.0,Macro Industry,Financials,Industry
5036164148.0,Macro Industry,Materials,Industry
5036769585.0,Macro Industry,Industrials,Industry
5083448820.0,Macro Industry,Retail,Industry
5076941108.0,Macro Industry,Financials,Industry
4298431208.0,Macro Industry,Industrials,Industry
5083824997.0,Macro Industry,Financials,Industry
5044817562.0,Macro Industry,Industrials,Industry
5082451257.0,Macro Industry,Materials,Industry
4295890141.0,Macro Industry,Industrials,Industry
4295892437.0,Macro Industry,High Technology,Industry
4298043379.0,Macro Industry,Healthcare,Industry
5001088499.0,Macro Industry,Financials,Industry
4296851943.0,Macro Industry,Financials,Industry
4297771941.0,Macro Industry,Financials,Industry
4296132538.0,Macro Industry,Consumer Staples,Industry
5081142693.0,Macro Industry,Healthcare,Industry
4295875881.0,Macro Industry,Real Estate,Industry
5080197674.0,Macro Industry,Industrials,Industry
4295908552.0,Macro Industry,Industrials,Industry
5054562899.0,Macro Industry,Financials,Industry
4295866131.0,Macro Industry,Industrials,Industry
5039593828.0,Macro Industry,Industrials,Industry
4297845909.0,Macro Industry,Financials,Industry
4295903254.0,Macro Industry,Industrials,Industry
5000826364.0,Macro Industry,Consumer Products and Services,Industry
4295877891.0,Macro Industry,Industrials,Industry
4295899075.0,Macro Industry,Consumer Products and Services,Industry
4295880567.0,Macro Industry,Industrials,Industry
5000987369.0,Macro Industry,Consumer Products and Services,Industry
5082536644.0,Macro Industry,Consumer Products and Services,Industry
4295868040.0,Macro Industry,Consumer Staples,Industry
4295901450.0,Macro Industry,High Technology,Industry
5083485859.0,Macro Industry,Financials,Industry
4298441677.0,Macro Industry,Financials,Industry
5000729532.0,Macro Industry,Financials,Industry
5044675310.0,Macro Industry,Energy and Power,Industry
4295878549.0,Macro Industry,Materials,Industry
4295978213.0,Macro Industry,Financials,Industry
4298248470.0,Macro Industry,Materials,Industry
5076942085.0,Macro Industry,Media and Entertainment,Industry
4298270759.0,Macro Industry,Retail,Industry
4295880354.0,Macro Industry,Retail,Industry
4295879828.0,Macro Industry,Industrials,Industry
5001097469.0,Macro Industry,Industrials,Industry
5053433421.0,Macro Industry,Industrials,Industry
5035302980.0,Macro Industry,Financials,Industry
4298234152.0,Macro Industry,Consumer Staples,Industry
5074785486.0,Macro Industry,Industrials,Industry
5037077256.0,Macro Industry,Financials,Industry
4295876556.0,Macro Industry,Consumer Products and Services,Industry
5051760051.0,Macro Industry,Financials,Industry
5049104561.0,Macro Industry,Industrials,Industry
4298302668.0,Macro Industry,Industrials,Industry
5036209158.0,Macro Industry,Industrials,Industry
5083261335.0,Macro Industry,Energy and Power,Industry
4296803611.0,Macro Industry,Consumer Staples,Industry
4295880552.0,Macro Industry,Materials,Industry
5080057607.0,Macro Industry,Consumer Products and Services,Industry
4295878643.0,Macro Industry,Financials,Industry
5040793466.0,Macro Industry,Consumer Products and Services,Industry
5000038451.0,Macro Industry,Materials,Industry
5044176735.0,Macro Industry,Consumer Staples,Industry
4298262729.0,Macro Industry,Consumer Products and Services,Industry
5044828228.0,Macro Industry,Financials,Industry
5083757298.0,Macro Industry,Real Estate,Industry
4295890097.0,Macro Industry,Financials,Industry
4297622678.0,Macro Industry,Financials,Industry
5064656453.0,Macro Industry,Healthcare,Industry
4296617518.0,Macro Industry,Consumer Staples,Industry
5083559247.0,Macro Industry,Financials,Industry
4297253948.0,Macro Industry,Consumer Staples,Industry
5081056428.0,Macro Industry,Healthcare,Industry
5083815609.0,Macro Industry,Financials,Industry
5082403997.0,Macro Industry,Industrials,Industry
4296818456.0,Macro Industry,Consumer Staples,Industry
4295867701.0,Macro Industry,Industrials,Industry
4297347472.0,Macro Industry,Consumer Products and Services,Industry
4297044479.0,Macro Industry,Financials,Industry
5082167357.0,Macro Industry,Financials,Industry
5044820045.0,Macro Industry,Retail,Industry
5066103818.0,Macro Industry,Consumer Products and Services,Industry
4296830872.0,Macro Industry,Retail,Industry
5083649051.0,Macro Industry,Financials,Industry
4296106807.0,Macro Industry,Materials,Industry
4297082266.0,Macro Industry,Financials,Industry
5083360126.0,Macro Industry,Financials,Industry
4296443118.0,Macro Industry,Healthcare,Industry
5083812442.0,Macro Industry,Financials,Industry
5066538532.0,Macro Industry,Materials,Industry
4295876406.0,Macro Industry,Industrials,Industry
5074857621.0,Macro Industry,Consumer Products and Services,Industry
5083793510.0,Macro Industry,Materials,Industry
4295880543.0,Macro Industry,Consumer Staples,Industry
4295880637.0,Macro Industry,Materials,Industry
4295896163.0,Macro Industry,Real Estate,Industry
5044032577.0,Macro Industry,Real Estate,Industry
4296810487.0,Macro Industry,Financials,Industry
5001439237.0,Macro Industry,Consumer Products and Services,Industry
4295874585.0,Macro Industry,Healthcare,Industry
5040700237.0,Macro Industry,Financials,Industry
5078368546.0,Macro Industry,Consumer Staples,Industry
5083484788.0,Macro Industry,Industrials,Industry
5037838687.0,Macro Industry,Healthcare,Industry
5040196243.0,Macro Industry,Consumer Products and Services,Industry
4295872541.0,Macro Industry,Industrials,Industry
5083828419.0,Macro Industry,Financials,Industry
4295880604.0,Macro Industry,Industrials,Industry
5083152602.0,Macro Industry,Industrials,Industry
5076170372.0,Macro Industry,Materials,Industry
5000309003.0,Macro Industry,Healthcare,Industry
4295877744.0,Macro Industry,Industrials,Industry
5050474209.0,Macro Industry,Financials,Industry
5000813110.0,Macro Industry,Financials,Industry
4298315562.0,Macro Industry,Retail,Industry
4297983698.0,Macro Industry,Real Estate,Industry
4297201569.0,Macro Industry,Financials,Industry
4295895881.0,Macro Industry,Consumer Staples,Industry
4295866709.0,Macro Industry,Materials,Industry
5040276060.0,Macro Industry,Materials,Industry
5039100854.0,Macro Industry,Industrials,Industry
5040940031.0,Macro Industry,Consumer Products and Services,Industry
5035934738.0,Macro Industry,Industrials,Industry
5001299948.0,Macro Industry,Healthcare,Industry
4296290233.0,Macro Industry,Financials,Industry
5054556097.0,Macro Industry,Retail,Industry
4295880185.0,Macro Industry,Industrials,Industry
4295876406.0,Macro Industry,Industrials,Industry
4297710272.0,Macro Industry,High Technology,Industry
5035515162.0,Macro Industry,Financials,Industry
4295876468.0,Macro Industry,Materials,Industry
4297139037.0,Macro Industry,Retail,Industry
4295879810.0,Macro Industry,Consumer Products and Services,Industry
4295878817.0,Macro Industry,Retail,Industry
5083170874.0,Macro Industry,Financials,Industry
5060682193.0,Macro Industry,Industrials,Industry
5036228186.0,Macro Industry,Consumer Products and Services,Industry
4297056396.0,Macro Industry,Consumer Staples,Industry
5081056428.0,Macro Industry,Healthcare,Industry
4297595552.0,Macro Industry,Financials,Industry
5044013967.0,Macro Industry,Financials,Industry
5082057936.0,Macro Industry,Financials,Industry
5083530366.0,Macro Industry,Financials,Industry
5035466358.0,Macro Industry,Industrials,Industry
5078353703.0,Macro Industry,Consumer Products and Services,Industry
5040195619.0,Macro Industry,Materials,Industry
4298000647.0,Macro Industry,Industrials,Industry
4295880544.0,Macro Industry,Industrials,Industry
4297510949.0,Macro Industry,Real Estate,Industry
5037358466.0,Macro Industry,Financials,Industry
5028834308.0,Macro Industry,Financials,Industry
4297980209.0,Macro Industry,Real Estate,Industry
5059940776.0,Macro Industry,Healthcare,Industry
4295876831.0,Macro Industry,High Technology,Industry
5082423364.0,Macro Industry,Financials,Industry
5042950581.0,Macro Industry,Materials,Industry
4295880627.0,Macro Industry,Industrials,Industry
5081361060.0,Macro Industry,Consumer Products and Services,Industry
4298186205.0,Macro Industry,Industrials,Industry
5040240759.0,Macro Industry,Energy and Power,Industry
5040193446.0,Macro Industry,Consumer Staples,Industry
5039685105.0,Macro Industry,Media and Entertainment,Industry
5083788514.0,Macro Industry,Retail,Industry
4295880409.0,Macro Industry,Energy and Power,Industry
5048634912.0,Macro Industry,Consumer Products and Services,Industry
5020345427.0,Macro Industry,Energy and Power,Industry
5082497825.0,Macro Industry,Financials,Industry
5001395959.0,Macro Industry,Consumer Products and Services,Industry
5044753873.0,Macro Industry,Financials,Industry
5000490748.0,Macro Industry,Financials,Industry
5040049250.0,Macro Industry,Healthcare,Industry
5001221668.0,Macro Industry,Consumer Products and Services,Industry
4295904182.0,Macro Industry,Consumer Products and Services,Industry
4296320216.0,Macro Industry,Industrials,Industry
5062442291.0,Macro Industry,Consumer Staples,Industry
4295903886.0,Macro Industry,Real Estate,Industry
4295880509.0,Macro Industry,Financials,Industry
5036209709.0,Macro Industry,Materials,Industry
5083680946.0,Macro Industry,Industrials,Industry
5034786538.0,Macro Industry,High Technology,Industry
5082511391.0,Macro Industry,Materials,Industry
5001268018.0,Macro Industry,Financials,Industry
5037998982.0,Macro Industry,Consumer Products and Services,Industry
4295879371.0,Macro Industry,Industrials,Industry
4295877487.0,Macro Industry,Retail,Industry
5039650195.0,Macro Industry,Consumer Products and Services,Industry
5000038376.0,Macro Industry,Financials,Industry
5034844193.0,Macro Industry,Materials,Industry
4298518705.0,Macro Industry,Retail,Industry
4295895044.0,Macro Industry,Retail,Industry
4295904818.0,Macro Industry,Energy and Power,Industry
5071401533.0,Macro Industry,Financials,Industry
4295880344.0,Macro Industry,Industrials,Industry
4295868407.0,Macro Industry,Consumer Products and Services,Industry
4295895881.0,Macro Industry,Consumer Staples,Industry
5080202551.0,Macro Industry,Financials,Industry
5037637275.0,Macro Industry,Financials,Industry
5034837855.0,Macro Industry,Consumer Products and Services,Industry
4296605082.0,Macro Industry,Consumer Staples,Industry
5083697720.0,Macro Industry,Financials,Industry
5083796721.0,Macro Industry,Financials,Industry
5068933357.0,Macro Industry,Financials,Industry
4295879776.0,Macro Industry,Real Estate,Industry
4296322184.0,Macro Industry,Industrials,Industry
5039650195.0,Macro Industry,Consumer Products and Services,Industry
4295879258.0,Macro Industry,Industrials,Industry
4295880167.0,Macro Industry,High Technology,Industry
4295877208.0,Macro Industry,Consumer Products and Services,Industry
5037612462.0,Macro Industry,Financials,Industry
4295904011.0,Macro Industry,Industrials,Industry
5037132118.0,Macro Industry,Financials,Industry
4295859790.0,Macro Industry,Industrials,Industry
5051392240.0,Macro Industry,Consumer Staples,Industry
5050655936.0,Macro Industry,Materials,Industry
5080514969.0,Macro Industry,Energy and Power,Industry
5064665684.0,Macro Industry,Energy and Power,Industry
5080193927.0,Macro Industry,Industrials,Industry
4296367507.0,Macro Industry,Healthcare,Industry
4295877548.0,Macro Industry,Materials,Industry
4295880028.0,Macro Industry,Materials,Industry
5083173440.0,Macro Industry,Industrials,Industry
4295880498.0,Macro Industry,Financials,Industry
5082167761.0,Macro Industry,Financials,Industry
4298367571.0,Macro Industry,Industrials,Industry
5052964396.0,Macro Industry,Retail,Industry
5063196140.0,Macro Industry,Materials,Industry
4297266316.0,Macro Industry,Financials,Industry
5081323271.0,Macro Industry,Retail,Industry
4295876363.0,Macro Industry,Materials,Industry
5035454200.0,Macro Industry,Energy and Power,Industry
5082426285.0,Macro Industry,Energy and Power,Industry
5044820045.0,Macro Industry,Retail,Industry
5035303203.0,Macro Industry,Industrials,Industry
5052134882.0,Macro Industry,Financials,Industry
5053433421.0,Macro Industry,Industrials,Industry
5001221668.0,Macro Industry,Consumer Products and Services,Industry
4296094729.0,Macro Industry,Media and Entertainment,Industry
5044679692.0,Macro Industry,Industrials,Industry
4297706045.0,Macro Industry,Retail,Industry
4295877548.0,Macro Industry,Materials,Industry
5036177300.0,Macro Industry,Materials,Industry
5083750474.0,Macro Industry,Retail,Industry
4295879249.0,Macro Industry,Media and Entertainment,Industry
4295890547.0,Macro Industry,Financials,Industry
5000938373.0,Macro Industry,Industrials,Industry
5083452556.0,Macro Industry,Media and Entertainment,Industry
5000954392.0,Macro Industry,Industrials,Industry
5083470391.0,Macro Industry,Energy and Power,Industry
4295956436.0,Macro Industry,Materials,Industry
5083656517.0,Macro Industry,Industrials,Industry
4295877548.0,Macro Industry,Materials,Industry
4297220669.0,Macro Industry,Industrials,Industry
5063253890.0,Macro Industry,Real Estate,Industry
5082467385.0,Macro Industry,Financials,Industry
5063761174.0,Macro Industry,Industrials,Industry
5083445845.0,Macro Industry,Financials,Industry
5083630040.0,Macro Industry,Financials,Industry
5083831625.0,Macro Industry,Financials,Industry
5079239044.0,Macro Industry,Financials,Industry
5082523499.0,Macro Industry,Consumer Products and Services,Industry
5036218471.0,Macro Industry,High Technology,Industry
4295876805.0,Macro Industry,Real Estate,Industry
4295881143.0,Macro Industry,Consumer Products and Services,Industry
4298186815.0,Macro Industry,Industrials,Industry
4295880180.0,Macro Industry,Industrials,Industry
4296087405.0,Macro Industry,Industrials,Industry
5083646987.0,Macro Industry,Consumer Staples,Industry
5046293748.0,Macro Industry,Industrials,Industry
5000025582.0,Macro Industry,Materials,Industry
5082448859.0,Macro Industry,Financials,Industry
5082448917.0,Macro Industry,Industrials,Industry
5076077988.0,Macro Industry,Financials,Industry
4295860299.0,Macro Industry,Healthcare,Industry
4295877916.0,Macro Industry,Consumer Staples,Industry
4295862202.0,Macro Industry,Industrials,Industry
5083363514.0,Macro Industry,Financials,Industry
4295894878.0,Macro Industry,Real Estate,Industry
5071161113.0,Macro Industry,Consumer Products and Services,Industry
5060037393.0,Macro Industry,Materials,Industry
5043951235.0,Macro Industry,Materials,Industry
5060037393.0,Macro Industry,Materials,Industry
5057859607.0,Macro Industry,Consumer Staples,Industry
5082517047.0,Macro Industry,Consumer Products and Services,Industry
4295880193.0,Macro Industry,Materials,Industry
4295877265.0,Macro Industry,Financials,Industry
4295898320.0,Macro Industry,Industrials,Industry
5082461033.0,Macro Industry,Media and Entertainment,Industry
4297541203.0,Macro Industry,Healthcare,Industry
4295866297.0,Macro Industry,Real Estate,Industry
4295894627.0,Macro Industry,Retail,Industry
4295890480.0,Macro Industry,Industrials,Industry
5044525268.0,Macro Industry,Consumer Products and Services,Industry
4295880585.0,Macro Industry,Industrials,Industry
5067938253.0,Macro Industry,Energy and Power,Industry
4295881311.0,Macro Industry,Industrials,Industry
5001280386.0,Macro Industry,Consumer Products and Services,Industry
5039688034.0,Macro Industry,Consumer Staples,Industry
4295878217.0,Macro Industry,Financials,Industry
5000060210.0,Macro Industry,Consumer Staples,Industry
4296320123.0,Macro Industry,Energy and Power,Industry
4295889457.0,Macro Industry,Consumer Staples,Industry
5060581916.0,Macro Industry,Financials,Industry
4295875664.0,Macro Industry,Financials,Industry
5036798801.0,Macro Industry,Industrials,Industry
5004506242.0,Macro Industry,Financials,Industry
4297618588.0,Macro Industry,Industrials,Industry
5073642366.0,Macro Industry,Industrials,Industry
5046035856.0,Macro Industry,Industrials,Industry
5084854877.0,Macro Industry,Industrials,Industry
5082084258.0,Macro Industry,Media and Entertainment,Industry
4295880552.0,Macro Industry,Materials,Industry
4295877272.0,Macro Industry,Consumer Products and Services,Industry
5082516488.0,Macro Industry,High Technology,Industry
5071547477.0,Macro Industry,Financials,Industry
5056435302.0,Macro Industry,Financials,Industry
5082423021.0,Macro Industry,Financials,Industry
4295876047.0,Macro Industry,Materials,Industry
4295884130.0,Macro Industry,Financials,Industry
5082593317.0,Macro Industry,Industrials,Industry
4295879210.0,Macro Industry,Industrials,Industry
4295904170.0,Macro Industry,High Technology,Industry
5082158169.0,Macro Industry,Financials,Industry
5028251634.0,Macro Industry,Consumer Products and Services,Industry
4295859359.0,Macro Industry,Materials,Industry
5079894700.0,Macro Industry,Financials,Industry
5042216949.0,Macro Industry,Materials,Industry
4297515107.0,Macro Industry,Industrials,Industry
5083450083.0,Macro Industry,Healthcare,Industry
5045953119.0,Macro Industry,Materials,Industry
5000233760.0,Macro Industry,Materials,Industry
5000859568.0,Macro Industry,Consumer Products and Services,Industry
5000000997.0,Macro Industry,Materials,Industry
5001164377.0,Macro Industry,Financials,Industry
5064637947.0,Macro Industry,Materials,Industry
5082178091.0,Macro Industry,Financials,Industry
5080027049.0,Macro Industry,Consumer Staples,Industry
5074640429.0,Macro Industry,Industrials,Industry
4295877998.0,Macro Industry,Materials,Industry
5037660980.0,Macro Industry,Financials,Industry
5046308438.0,Macro Industry,Industrials,Industry
5037854576.0,Macro Industry,Consumer Products and Services,Industry
4295876206.0,Macro Industry,Industrials,Industry
4295879313.0,Macro Industry,Industrials,Industry
4296353215.0,Macro Industry,Industrials,Industry
4295900367.0,Macro Industry,Consumer Products and Services,Industry
4295859236.0,Macro Industry,Industrials,Industry
5038915059.0,Macro Industry,Financials,Industry
5035734227.0,Macro Industry,Retail,Industry
4296274621.0,Macro Industry,Consumer Staples,Industry
5053128369.0,Macro Industry,Industrials,Industry
5039716836.0,Macro Industry,Financials,Industry
5001310180.0,Macro Industry,Financials,Industry
4295889301.0,Macro Industry,Industrials,Industry
4296638298.0,Macro Industry,Consumer Products and Services,Industry
4298170016.0,Macro Industry,Industrials,Industry
4295885141.0,Macro Industry,Industrials,Industry
4298158373.0,Macro Industry,Consumer Products and Services,Industry
4295877548.0,Macro Industry,Materials,Industry
4295876861.0,Macro Industry,Industrials,Industry
4295880123.0,Macro Industry,Real Estate,Industry
4295880567.0,Macro Industry,Industrials,Industry
4295876406.0,Macro Industry,Industrials,Industry
5073354385.0,Macro Industry,Materials,Industry
4295876453.0,Macro Industry,Retail,Industry
5045866620.0,Macro Industry,Financials,Industry
4295872420.0,Macro Industry,Financials,Industry
5068330437.0,Macro Industry,Financials,Industry
4298181420.0,Macro Industry,Industrials,Industry
4297285755.0,Macro Industry,Consumer Products and Services,Industry
4295878559.0,Macro Industry,Industrials,Industry
5044820045.0,Macro Industry,Retail,Industry
4295868896.0,Macro Industry,Consumer Products and Services,Industry
4295893610.0,Macro Industry,Materials,Industry
4295877402.0,Macro Industry,Materials,Industry
4295899319.0,Macro Industry,Materials,Industry
5054502770.0,Macro Industry,Financials,Industry
4298234434.0,Macro Industry,Industrials,Industry
5045187247.0,Macro Industry,Energy and Power,Industry
4296608220.0,Macro Industry,Financials,Industry
5046266006.0,Macro Industry,Consumer Staples,Industry
5044251782.0,Macro Industry,Industrials,Industry
5044029972.0,Macro Industry,Financials,Industry
5044763739.0,Macro Industry,Materials,Industry
5074641503.0,Macro Industry,Financials,Industry
5083670025.0,Macro Industry,Financials,Industry
5047646109.0,Macro Industry,Materials,Industry
5000060210.0,Macro Industry,Consumer Staples,Industry
4298072706.0,Macro Industry,Energy and Power,Industry
5064636675.0,Macro Industry,High Technology,Industry
5039696577.0,Macro Industry,Consumer Staples,Industry
5082091116.0,Macro Industry,Media and Entertainment,Industry
4295878353.0,Macro Industry,High Technology,Industry
5000729532.0,Macro Industry,Financials,Industry
4298005402.0,Macro Industry,Consumer Products and Services,Industry
4295899666.0,Macro Industry,Industrials,Industry
5065319857.0,Macro Industry,Industrials,Industry
4296027912.0,Macro Industry,Materials,Industry
4295895114.0,Macro Industry,Industrials,Industry
5037992882.0,Macro Industry,Financials,Industry
5083791658.0,Macro Industry,Financials,Industry
4295879095.0,Macro Industry,Consumer Staples,Industry
5044651548.0,Macro Industry,Consumer Products and Services,Industry
5000059822.0,Macro Industry,Industrials,Industry
5035489106.0,Macro Industry,Industrials,Industry
4295880028.0,Macro Industry,Materials,Industry
5034748896.0,Macro Industry,Consumer Products and Services,Industry
4298015238.0,Macro Industry,Financials,Industry
5083433665.0,Macro Industry,Financials,Industry
5001363957.0,Macro Industry,Financials,Industry
5040249221.0,Macro Industry,High Technology,Industry
5083452541.0,Macro Industry,Consumer Products and Services,Industry
5083501394.0,Macro Industry,Consumer Products and Services,Industry
4295866131.0,Macro Industry,Industrials,Industry
5042366820.0,Macro Industry,Consumer Products and Services,Industry
4295875406.0,Macro Industry,Media and Entertainment,Industry
5080517810.0,Macro Industry,Consumer Staples,Industry
4295876559.0,Macro Industry,High Technology,Industry
5039650195.0,Macro Industry,Consumer Products and Services,Industry
5063311584.0,Macro Industry,Financials,Industry
4297470220.0,Macro Industry,Materials,Industry
4295867425.0,Macro Industry,Industrials,Industry
4295861769.0,Macro Industry,Telecommunications,Industry
5059998878.0,Macro Industry,Materials,Industry
4296015654.0,Macro Industry,Financials,Industry
5083663624.0,Macro Industry,Consumer Products and Services,Industry
4295904618.0,Macro Industry,Materials,Industry
5042950581.0,Macro Industry,Materials,Industry
4298186895.0,Macro Industry,Retail,Industry
4298521741.0,Macro Industry,Materials,Industry
4295880697.0,Macro Industry,Industrials,Industry
4295863184.0,Macro Industry,Materials,Industry
4295879210.0,Macro Industry,Industrials,Industry
5039695171.0,Macro Industry,Industrials,Industry
5082479016.0,Macro Industry,Retail,Industry
4295879667.0,Macro Industry,Telecommunications,Industry
5037944297.0,Macro Industry,Energy and Power,Industry
4295862818.0,Macro Industry,Materials,Industry
5001207939.0,Macro Industry,Industrials,Industry
4295859111.0,Macro Industry,Materials,Industry
4295890290.0,Macro Industry,Industrials,Industry
5083635628.0,Macro Industry,Retail,Industry
4295870643.0,Macro Industry,Industrials,Industry
4295897722.0,Macro Industry,Financials,Industry
4295890237.0,Macro Industry,Financials,Industry
5049428617.0,Macro Industry,Industrials,Industry
4295880150.0,Macro Industry,Healthcare,Industry
5034821789.0,Macro Industry,Financials,Industry
4296633925.0,Macro Industry,Healthcare,Industry
5046282355.0,Macro Industry,Industrials,Industry
5040240849.0,Macro Industry,Industrials,Industry
4296356574.0,Macro Industry,Consumer Products and Services,Industry
4295882799.0,Macro Industry,Financials,Industry
5000767472.0,Macro Industry,Consumer Staples,Industry
4295877728.0,Macro Industry,Industrials,Industry
5083470295.0,Macro Industry,Consumer Products and Services,Industry
4298063793.0,Macro Industry,Financials,Industry
5001188731.0,Macro Industry,Financials,Industry
4295856249.0,Macro Industry,Materials,Industry
5082536617.0,Macro Industry,Financials,Industry
5074560686.0,Macro Industry,Media and Entertainment,Industry
5000566695.0,Macro Industry,High Technology,Industry
5042958316.0,Macro Industry,Industrials,Industry
4295881696.0,Macro Industry,Materials,Industry
5035397007.0,Macro Industry,Industrials,Industry
5035397007.0,Macro Industry,Industrials,Industry
4295870242.0,Macro Industry,Financials,Industry
5083757072.0,Macro Industry,Consumer Products and Services,Industry
4296693094.0,Macro Industry,Industrials,Industry
5044753355.0,Macro Industry,Consumer Products and Services,Industry
5056627568.0,Macro Industry,Consumer Products and Services,Industry
5039193518.0,Macro Industry,Industrials,Industry
4295876726.0,Macro Industry,Energy and Power,Industry
5000030092.0,Macro Industry,Materials,Industry
4295879396.0,Macro Industry,High Technology,Industry
5083639595.0,Macro Industry,Financials,Industry
5000767472.0,Macro Industry,Consumer Staples,Industry
4296413406.0,Macro Industry,Industrials,Industry
4295883455.0,Macro Industry,Industrials,Industry
5083360999.0,Macro Industry,Energy and Power,Industry
5050914702.0,Macro Industry,High Technology,Industry
4295879667.0,Macro Industry,Telecommunications,Industry
4295899858.0,Macro Industry,Industrials,Industry
4298180106.0,Macro Industry,Retail,Industry
5065322350.0,Macro Industry,High Technology,Industry
5000016139.0,Macro Industry,Financials,Industry
5083154248.0,Macro Industry,Industrials,Industry
4295869209.0,Macro Industry,Financials,Industry
5000011468.0,Macro Industry,Industrials,Industry
4295890097.0,Macro Industry,Financials,Industry
4295916183.0,Macro Industry,Financials,Industry
5057776951.0,Macro Industry,Real Estate,Industry
4298258728.0,Macro Industry,Healthcare,Industry
5001450268.0,Macro Industry,Financials,Industry
4296146100.0,Macro Industry,Industrials,Industry
4295932944.0,Macro Industry,Consumer Products and Services,Industry
5039656592.0,Macro Industry,Materials,Industry
4295877822.0,Macro Industry,Industrials,Industry
5052508927.0,Macro Industry,Energy and Power,Industry
4298181420.0,Macro Industry,Industrials,Industry
5083680731.0,Macro Industry,Energy and Power,Industry
5083363443.0,Macro Industry,Financials,Industry
5083444206.0,Macro Industry,Financials,Industry
4298025339.0,Macro Industry,Consumer Products and Services,Industry
4298077478.0,Macro Industry,Retail,Industry
5067505426.0,Macro Industry,Financials,Industry
4298186895.0,Macro Industry,Retail,Industry
