Acquiror PermID,Target PermID,Date Announced
4295890141.0,5083486212.0,2022-10-04
4295892437.0,5000821844.0,2023-01-20
4298043379.0,5083808394.0,2023-01-30
5001088499.0,5043429445.0,2022-09-21
4296851943.0,4298007748.0,2022-01-14
4296132538.0,5083685492.0,2022-11-30
5081142693.0,5037337491.0,2023-02-28
4295875881.0,4295917383.0,2022-11-21
5080197674.0,4295878547.0,2022-03-22
4295908552.0,4295903065.0,2022-03-21
5054562899.0,4296213454.0,2022-07-06
4295866131.0,5081184832.0,2022-07-25
5039593828.0,5083621154.0,2022-10-01
4297845909.0,4295904899.0,2022-02-28
4295903254.0,4296679087.0,2022-11-12
5000826364.0,4296679087.0,2023-02-03
4295877891.0,4295877837.0,2022-07-27
4295899075.0,5082449111.0,2022-03-10
4295880567.0,4295879723.0,2022-07-29
5000987369.0,4298219732.0,2022-07-27
5082536644.0,4295880059.0,2022-05-16
4295868040.0,4297288794.0,2022-02-16
4295901450.0,4296671708.0,2022-04-18
5083485859.0,5037637318.0,2022-10-01
4298441677.0,4295889895.0,2023-01-16
5000729532.0,5002326974.0,2023-02-01
5044675310.0,5083780786.0,2023-01-17
4295878549.0,5083442899.0,2022-08-31
4295978213.0,5044879981.0,2022-03-01
4298248470.0,5046284016.0,2022-04-10
5076942085.0,4295869903.0,2022-07-01
4298270759.0,5083355215.0,2022-07-01
4295880354.0,4295932694.0,2022-09-15
4295879828.0,5046296811.0,2022-09-30
5001097469.0,5038039314.0,2022-11-16
5053433421.0,5044826994.0,2023-03-30
5035302980.0,4295903059.0,2022-05-13
4298234152.0,5039586741.0,2022-02-03
5074785486.0,4298295810.0,2022-12-12
5037077256.0,4295856551.0,2023-02-24
4295876556.0,5082481750.0,2022-03-31
5051760051.0,4295895684.0,2023-03-28
5049104561.0,4296961606.0,2022-04-27
4298302668.0,5045200711.0,2022-07-20
5036209158.0,5040244351.0,2022-02-07
5083261335.0,5083530319.0,2022-10-06
4296803611.0,4296659086.0,2022-05-27
4295880552.0,5067488747.0,2022-01-28
5080057607.0,5000459645.0,2022-11-30
4295878643.0,4295876172.0,2022-11-14
5040793466.0,4297865172.0,2022-07-28
5000038451.0,4298038894.0,2022-07-27
5044176735.0,5044519920.0,2022-11-22
4298262729.0,4298263435.0,2022-06-07
5044828228.0,5079233022.0,2022-12-29
5083757298.0,4298339769.0,2023-01-10
4295890097.0,5001089734.0,2023-03-21
4297622678.0,5014101025.0,2022-04-21
5064656453.0,4297300790.0,2022-05-11
4296617518.0,5060523115.0,2022-12-30
5083559247.0,4295878563.0,2022-11-08
4297253948.0,5046284147.0,2022-04-07
5081056428.0,5000074405.0,2022-05-17
5083815609.0,4295879951.0,2023-02-08
5082403997.0,4296349907.0,2022-07-25
4296818456.0,4297852969.0,2022-07-25
4295867701.0,5040051687.0,2023-03-09
4297347472.0,5037031299.0,2022-01-13
4297044479.0,4297750654.0,2022-03-15
5082167357.0,4295878214.0,2022-02-04
5044820045.0,5044786463.0,2022-01-26
5066103818.0,5057990170.0,2022-07-01
4296830872.0,5044263737.0,2023-01-31
5083649051.0,5000445702.0,2023-02-24
4296106807.0,5052138675.0,2022-06-30
4297082266.0,5000775203.0,2022-07-28
5083360126.0,4297900964.0,2022-07-12
5083812442.0,4295877575.0,2023-02-06
5066538532.0,4296574136.0,2022-02-01
4295876406.0,5083466966.0,2022-09-22
5074857621.0,5039622659.0,2023-01-10
5083793510.0,5039619433.0,2022-11-15
4295880543.0,4296405756.0,2023-03-03
4295880637.0,4295877981.0,2022-12-21
4295896163.0,4295894016.0,2022-03-02
5044032577.0,4295894016.0,2022-03-29
4296810487.0,4298251271.0,2022-06-14
5001439237.0,4296413426.0,2022-08-09
4295874585.0,5035551681.0,2022-06-13
5040700237.0,5021608771.0,2022-09-01
5078368546.0,5045951169.0,2022-09-28
5083484788.0,5039659865.0,2022-09-30
5037838687.0,5044258682.0,2022-10-31
5040196243.0,5057314393.0,2023-02-07
4295872541.0,4295872579.0,2022-09-15
5083828419.0,5000649109.0,2023-01-01
4295880604.0,4295876743.0,2022-09-14
5083152602.0,4295877634.0,2022-11-17
5076170372.0,5083150482.0,2022-06-01
5000309003.0,5001388416.0,2022-09-29
4295877744.0,4295876615.0,2022-04-28
5050474209.0,5057820681.0,2022-01-20
5000813110.0,4295907265.0,2022-01-26
4298315562.0,5000103157.0,2022-06-09
4297983698.0,5073111186.0,2022-05-02
4297201569.0,4297224738.0,2022-06-09
4295895881.0,4298468608.0,2022-07-06
4295866709.0,5057532161.0,2022-09-22
5040276060.0,5070767975.0,2022-10-12
5039100854.0,5010073918.0,2022-08-01
5040940031.0,5044563658.0,2022-10-26
5035934738.0,4297424987.0,2022-12-24
5001299948.0,5020942651.0,2023-01-10
4296290233.0,4296411456.0,2023-03-28
5054556097.0,5037124685.0,2022-05-13
4295880185.0,5083505221.0,2022-10-14
4295876406.0,5083791136.0,2023-01-27
4297710272.0,4298054187.0,2022-10-31
5035515162.0,5083473548.0,2022-08-30
4295876468.0,5083459430.0,2022-09-20
4297139037.0,5044690973.0,2023-03-31
4295879810.0,4297757967.0,2022-11-30
4295878817.0,4296625293.0,2022-05-17
5083170874.0,4295876400.0,2022-06-23
5060682193.0,5082168845.0,2022-01-17
5036228186.0,5077943528.0,2022-02-16
4297056396.0,5046059340.0,2022-03-21
5081056428.0,5042366024.0,2022-05-17
4297595552.0,4296999168.0,2022-06-16
5044013967.0,4297722218.0,2022-08-29
5082057936.0,5083506233.0,2022-09-15
5083530366.0,4295892846.0,2022-10-28
5035466358.0,5000888824.0,2022-10-13
5078353703.0,5044760462.0,2023-01-13
5040195619.0,4295879563.0,2022-04-25
4298000647.0,5062441683.0,2022-09-14
4295880544.0,4295878285.0,2022-05-13
4297510949.0,4295860032.0,2022-01-14
5037358466.0,5010976156.0,2022-08-05
5028834308.0,5003152726.0,2022-09-29
4297980209.0,4295904457.0,2022-10-21
5059940776.0,4296325890.0,2022-11-29
4295876831.0,5072827476.0,2022-01-31
5082423364.0,5083862870.0,2023-02-24
5042950581.0,5039683557.0,2022-10-03
4295880627.0,5039677003.0,2022-02-18
5081361060.0,5083694512.0,2022-12-23
4298186205.0,4295880470.0,2023-02-28
5040240759.0,4295876539.0,2023-02-10
5040193446.0,5039679128.0,2022-12-14
5039685105.0,5037074136.0,2022-10-01
5083788514.0,5036158779.0,2023-01-24
4295880409.0,5037341529.0,2023-01-18
5048634912.0,4295905217.0,2022-03-12
5020345427.0,5037106002.0,2022-03-31
5082497825.0,4295875318.0,2022-04-14
5001395959.0,5054441177.0,2022-06-13
5044753873.0,4295895617.0,2022-11-25
5000490748.0,5039925752.0,2022-11-14
5040049250.0,5037991547.0,2022-12-14
5001221668.0,5083821513.0,2023-01-31
4295904182.0,4295908622.0,2023-03-08
4296320216.0,4297530652.0,2022-11-02
5062442291.0,5044688599.0,2023-01-31
4295903886.0,5002476102.0,2022-06-01
4295880509.0,4295877499.0,2022-09-28
5036209709.0,5039671716.0,2022-04-21
5083680946.0,5083681130.0,2022-12-01
5034786538.0,4296309785.0,2022-03-29
5082511391.0,5083361548.0,2022-07-15
5001268018.0,5048223286.0,2022-09-08
5037998982.0,5000101628.0,2022-12-01
4295879371.0,5084332167.0,2023-03-23
4295877487.0,4298180704.0,2022-09-01
5039650195.0,5046725646.0,2022-12-27
5000038376.0,4295877198.0,2022-11-11
5034844193.0,4295861257.0,2023-04-03
4298518705.0,5080065303.0,2022-10-14
4295895044.0,4296276401.0,2022-07-20
4295904818.0,5071084498.0,2022-02-09
5071401533.0,5000827770.0,2022-03-03
4295880344.0,5035437865.0,2022-04-28
4295868407.0,5047293118.0,2022-06-22
4295895881.0,5037042102.0,2022-08-10
5080202551.0,5046671856.0,2022-07-21
5037637275.0,5083480860.0,2022-09-27
5034837855.0,5083534546.0,2022-11-01
4296605082.0,5044757031.0,2022-12-01
5083697720.0,5037049472.0,2022-12-28
5083796721.0,5083796763.0,2023-01-30
5068933357.0,4295889649.0,2023-02-28
4295879776.0,5083795710.0,2023-01-30
5039650195.0,4297637979.0,2022-12-27
4295880167.0,5039669596.0,2023-03-15
4295877208.0,5083646956.0,2022-11-14
5037612462.0,5044655947.0,2022-04-21
4295904011.0,4295863079.0,2023-02-10
5037132118.0,5082421643.0,2022-02-09
4295859790.0,4296345667.0,2022-04-18
5051392240.0,5001273923.0,2022-05-31
5050655936.0,5039624132.0,2022-07-01
5080514969.0,4295875280.0,2023-02-06
5064665684.0,4297152289.0,2023-03-08
5080193927.0,5039684169.0,2023-02-07
4296367507.0,4296562007.0,2022-07-23
4295877548.0,5083495633.0,2022-09-30
4295880028.0,5083449613.0,2022-09-06
5083173440.0,5050269196.0,2022-06-23
4295880498.0,4296405583.0,2023-02-03
5082167761.0,4295877371.0,2022-02-04
4298367571.0,5045944056.0,2022-01-24
5052964396.0,4297517938.0,2022-06-06
5063196140.0,4297580275.0,2022-07-27
5081323271.0,4298187907.0,2022-03-29
4295876363.0,5083699890.0,2022-12-28
5035454200.0,4295907975.0,2022-08-29
5082426285.0,5000128875.0,2022-02-25
5044820045.0,5044739967.0,2022-01-26
5035303203.0,5044627100.0,2022-05-13
5052134882.0,5012637873.0,2022-05-10
5053433421.0,5083399553.0,2022-07-01
5001221668.0,5001651128.0,2022-08-01
4296094729.0,5042218070.0,2022-08-16
5044679692.0,5044672209.0,2022-06-08
4297706045.0,4298188368.0,2022-10-31
4295877548.0,5036349181.0,2022-03-07
5036177300.0,4298190198.0,2022-05-20
5083750474.0,5083750465.0,2023-01-06
4295879249.0,5081460164.0,2022-12-22
4295890547.0,4296948364.0,2022-05-19
5000938373.0,5083169610.0,2022-06-22
5083452556.0,5083450633.0,2022-09-12
5000954392.0,5082081029.0,2022-01-07
5083470391.0,5035707571.0,2022-09-22
4295956436.0,5040047615.0,2022-08-08
5083656517.0,5045161042.0,2022-11-25
4295877548.0,5081891147.0,2022-03-31
4297220669.0,5083509510.0,2022-09-23
5063253890.0,5046728059.0,2022-05-17
5082467385.0,5082467157.0,2022-03-09
5063761174.0,5083166463.0,2022-06-20
5083445845.0,5032766756.0,2022-09-01
5083630040.0,5050902600.0,2022-11-11
5083831625.0,5067485478.0,2022-12-16
5082523499.0,5082523311.0,2022-05-02
5036218471.0,5082165786.0,2022-01-31
4295876805.0,5063251175.0,2022-11-09
4295881143.0,4295881020.0,2022-03-30
4298186815.0,5039670962.0,2022-03-18
4295880180.0,5083349315.0,2022-07-05
4296087405.0,5000061899.0,2022-06-20
5083646987.0,5044604538.0,2022-11-22
5046293748.0,5083143909.0,2022-04-11
5000025582.0,4298188390.0,2022-07-11
5082448859.0,5038865206.0,2022-03-14
5082448917.0,5082449210.0,2022-03-02
5076077988.0,5050303113.0,2022-05-30
4295860299.0,5039727989.0,2022-06-01
4295877916.0,5000971752.0,2022-06-23
4295862202.0,4298148406.0,2022-06-16
5083363514.0,4295866261.0,2022-07-07
4295894878.0,5050303113.0,2022-09-05
5071161113.0,5060795503.0,2022-07-22
5060037393.0,4295866261.0,2022-11-03
5043951235.0,4295866261.0,2022-12-26
5060037393.0,4295866261.0,2023-03-07
5057859607.0,4295881129.0,2022-03-23
5082517047.0,5082517058.0,2022-01-18
4295880193.0,5084876460.0,2023-03-31
4295877265.0,5083819399.0,2023-02-01
4295898320.0,4295896186.0,2022-02-28
5082461033.0,4297696181.0,2022-03-18
4297541203.0,4298258728.0,2022-06-30
4295866297.0,4295866241.0,2022-07-05
4295894627.0,5000829791.0,2022-07-28
4295890480.0,4296059452.0,2022-08-01
5044525268.0,5044774363.0,2023-01-09
4295880585.0,4296093592.0,2023-03-28
4295881311.0,5083524186.0,2022-10-27
5001280386.0,5082493970.0,2022-03-28
5039688034.0,5082439076.0,2022-02-16
4295878217.0,5040258165.0,2022-12-24
5000060210.0,5083659994.0,2022-11-29
4296320123.0,4298182401.0,2022-03-30
4295889457.0,5038073801.0,2022-05-04
5060581916.0,5039615525.0,2022-07-18
4295875664.0,4298236274.0,2022-07-18
5036798801.0,5083534297.0,2022-11-01
5004506242.0,5044561816.0,2022-09-30
4297618588.0,4297165632.0,2022-11-30
5073642366.0,4298193137.0,2022-09-28
5046035856.0,5046029719.0,2022-12-28
5084854877.0,5084855442.0,2023-03-29
5082084258.0,5044667460.0,2023-01-11
4295880552.0,5000068142.0,2022-04-27
4295877272.0,5082754681.0,2022-05-12
5082516488.0,5083478464.0,2022-09-27
5071547477.0,4295878398.0,2022-02-09
5056435302.0,4295879214.0,2022-10-14
5082423021.0,4295895023.0,2022-02-09
4295876047.0,5082167576.0,2022-01-31
4295884130.0,4295883156.0,2022-04-06
5082593317.0,5082593338.0,2022-04-01
4295879210.0,5046712035.0,2023-01-23
4295904170.0,4295904743.0,2022-03-28
5082158169.0,4295898051.0,2022-01-27
5028251634.0,5082170966.0,2022-01-01
4295859359.0,4298006537.0,2022-03-22
5079894700.0,4295913123.0,2022-05-04
5042216949.0,5074003404.0,2022-07-22
4297515107.0,4296569284.0,2022-08-11
5083450083.0,5083450090.0,2022-09-07
5045953119.0,5083456121.0,2022-07-23
5000233760.0,4296043576.0,2022-11-01
5000859568.0,5083788951.0,2022-10-25
5000000997.0,4295877954.0,2022-11-11
5001164377.0,5035416368.0,2022-08-24
5064637947.0,5074557147.0,2022-05-02
5082178091.0,5050711372.0,2022-02-10
5080027049.0,4295875287.0,2023-02-14
5074640429.0,5040241289.0,2022-03-30
4295877998.0,5083872565.0,2023-03-02
5037660980.0,4295876203.0,2022-05-10
5046308438.0,5083821086.0,2023-02-08
5037854576.0,5083511271.0,2022-10-21
4295876206.0,5083156130.0,2022-05-13
4295879313.0,5082180213.0,2022-02-04
4296353215.0,5035924981.0,2022-06-29
4295900367.0,4295904377.0,2022-01-24
4295859236.0,4298441841.0,2022-02-14
5038915059.0,5056728929.0,2022-05-04
5035734227.0,4295904377.0,2022-06-06
4296274621.0,5039880625.0,2022-06-08
5053128369.0,5083163923.0,2022-05-23
5039716836.0,5044837595.0,2022-06-14
5001310180.0,5083322864.0,2022-06-10
4295889301.0,4297252468.0,2022-07-22
4296638298.0,4296882486.0,2022-08-17
4298170016.0,4298232083.0,2023-01-10
4295885141.0,4297859748.0,2022-12-21
4298158373.0,5003661399.0,2023-03-06
4295877548.0,5082429633.0,2022-02-28
4295876861.0,5001326355.0,2022-08-09
4295880123.0,5083450881.0,2022-09-08
4295880567.0,5000006778.0,2022-08-04
4295876406.0,5083861343.0,2023-02-24
5073354385.0,5083344050.0,2022-06-23
4295876453.0,5082074973.0,2022-01-04
5045866620.0,4295904827.0,2022-04-21
4295872420.0,4295874268.0,2022-09-22
5068330437.0,4295894034.0,2022-01-21
4298181420.0,5000440909.0,2022-05-01
4297285755.0,5000006270.0,2022-01-06
4295878559.0,5082147358.0,2022-01-21
5044820045.0,5044763927.0,2022-01-26
4295868896.0,5001366627.0,2022-03-22
4295893610.0,4295893719.0,2022-04-15
4295877402.0,4297445711.0,2022-04-26
4295899319.0,4297124718.0,2022-05-06
5054502770.0,5012543171.0,2022-09-01
4298234434.0,4296502705.0,2022-10-17
5045187247.0,5044647403.0,2022-11-03
4296608220.0,5013931065.0,2023-01-01
5046266006.0,5056588387.0,2023-01-18
5044251782.0,4296023200.0,2023-01-19
5044029972.0,5001379415.0,2023-03-02
5044763739.0,5046029642.0,2023-03-07
5074641503.0,5001176626.0,2022-02-14
5047646109.0,5044699886.0,2023-01-23
5000060210.0,5083475480.0,2022-09-28
4298072706.0,5083534209.0,2022-08-01
5064636675.0,5083162713.0,2022-06-15
5039696577.0,5068327102.0,2023-01-30
5082091116.0,5082047052.0,2022-01-05
4295878353.0,5063725250.0,2022-12-27
5000729532.0,5008802944.0,2022-01-01
4298005402.0,5045870657.0,2022-03-22
4295899666.0,4295912915.0,2022-05-02
5065319857.0,5046014382.0,2022-05-12
4296027912.0,5040936924.0,2022-06-30
4295895114.0,5083399397.0,2022-08-04
5037992882.0,5000051232.0,2022-11-01
5083791658.0,5054554512.0,2023-01-27
4295879095.0,5083791123.0,2023-01-28
5044651548.0,5046308574.0,2022-03-01
5000059822.0,5000012487.0,2022-02-09
5035489106.0,5083446415.0,2022-08-18
4295880028.0,4298364314.0,2022-03-16
5034748896.0,4298089697.0,2022-01-25
4298015238.0,5044768764.0,2022-04-06
5083433665.0,4295903445.0,2022-08-22
5001363957.0,5020288872.0,2022-08-19
5040249221.0,5060811093.0,2022-08-29
5083452541.0,5044814618.0,2022-09-09
5083501394.0,5083502289.0,2022-10-12
4295866131.0,5072862676.0,2022-12-29
5042366820.0,5057926640.0,2023-01-25
4295875406.0,5084932725.0,2023-03-31
5080517810.0,5044679733.0,2022-05-02
4295876559.0,4298188109.0,2023-03-07
5039650195.0,5051164210.0,2022-12-27
5063311584.0,5036393099.0,2022-12-27
4297470220.0,4298422092.0,2022-01-19
4295861769.0,4295860530.0,2022-06-16
5059998878.0,4298255959.0,2022-07-20
4296015654.0,5001125886.0,2022-08-29
5083663624.0,5083663778.0,2022-12-02
4295904618.0,4295857460.0,2023-02-06
5042950581.0,4298378451.0,2022-12-01
4298186895.0,5083700561.0,2022-10-25
4298521741.0,5062445915.0,2022-09-28
4295880697.0,4295877035.0,2022-03-16
4295863184.0,4295921549.0,2023-02-13
4295879210.0,5037097399.0,2023-01-23
5039695171.0,5083161895.0,2022-06-15
5082479016.0,5084189477.0,2023-02-28
4295879667.0,5044628180.0,2022-12-01
5037944297.0,4296695253.0,2022-12-20
4295862818.0,4297298258.0,2022-01-31
5001207939.0,4298234113.0,2022-01-05
4295859111.0,4296273742.0,2022-04-11
4295890290.0,5083161818.0,2022-06-13
5083635628.0,5083453276.0,2022-09-13
4295870643.0,4295870621.0,2022-09-20
4295897722.0,4295897984.0,2022-11-07
4295890237.0,5083637353.0,2022-11-18
5049428617.0,5083684849.0,2022-03-11
4295880150.0,5034783388.0,2022-12-19
5034821789.0,5039934901.0,2023-02-07
4296633925.0,5037857082.0,2023-03-08
5046282355.0,5044790851.0,2023-02-02
5040240849.0,5083459022.0,2022-09-20
4296356574.0,5083355903.0,2022-07-01
4295882799.0,4295882870.0,2022-06-14
5000767472.0,4298183615.0,2022-06-07
4295877728.0,4296347779.0,2023-03-23
5083470295.0,5037960379.0,2022-09-27
4298063793.0,4295905592.0,2022-05-12
5001188731.0,5000025974.0,2022-01-25
4295856249.0,4297237918.0,2022-04-26
5082536617.0,4295902031.0,2022-05-16
5074560686.0,5083162813.0,2022-06-09
5000566695.0,5001309812.0,2022-07-11
5042958316.0,5058574635.0,2022-01-31
4295881696.0,4296002731.0,2022-10-13
5035397007.0,5081351684.0,2022-11-09
5035397007.0,5067132365.0,2022-11-09
4295870242.0,5045147761.0,2022-11-09
5083757072.0,5003119445.0,2023-01-03
4296693094.0,5040051449.0,2023-02-27
5044753355.0,5083872461.0,2023-02-06
5056627568.0,5084620719.0,2023-01-30
5039193518.0,4298187620.0,2022-10-12
4295876726.0,5082523308.0,2022-04-27
5000030092.0,4298523196.0,2022-05-05
4295879396.0,5083534464.0,2022-11-01
5083639595.0,5055024790.0,2022-11-21
5000767472.0,5081361427.0,2022-06-07
4296413406.0,5050912884.0,2023-04-04
4295883455.0,5036848180.0,2022-10-13
5083360999.0,4295862069.0,2022-07-14
5050914702.0,5083145479.0,2022-06-01
4295879667.0,5082495331.0,2022-04-01
4295899858.0,4295860884.0,2023-02-27
4298180106.0,4298191153.0,2023-03-22
5065322350.0,5000112344.0,2022-02-07
5000016139.0,4295887195.0,2022-08-12
5083154248.0,5059054556.0,2022-06-08
4295869209.0,5034785214.0,2022-06-27
5000011468.0,5083397978.0,2022-07-28
4295890097.0,5001089841.0,2022-09-02
4295916183.0,4295914030.0,2022-09-27
5057776951.0,5033318483.0,2022-10-25
4298258728.0,5083556826.0,2022-11-01
5001450268.0,5044559322.0,2022-06-10
4296146100.0,5040272113.0,2022-12-08
4295932944.0,4296168971.0,2023-01-01
5039656592.0,5057502664.0,2023-02-24
4295877822.0,5039686794.0,2022-03-02
5052508927.0,5001131331.0,2022-05-24
4298181420.0,5039678631.0,2022-05-01
5083680731.0,5083680730.0,2022-12-08
5083363443.0,4295898298.0,2022-06-20
5083444206.0,4295879609.0,2022-09-01
4298025339.0,4295879198.0,2022-05-12
4298077478.0,5082125099.0,2022-01-18
5067505426.0,5037059687.0,2022-04-01
4298186895.0,5083700575.0,2022-10-25
5001265969.0,5082427899.0,2022-01-21
4295880148.0,5083165956.0,2022-06-15
4295876272.0,5083665888.0,2022-11-25
4295880751.0,5083442632.0,2022-08-30
5082073381.0,5027423623.0,2022-01-03
5070510069.0,5057832266.0,2022-01-20
5080079906.0,5081838015.0,2022-01-25
5000020109.0,5070765088.0,2022-01-18
5080514661.0,5082074028.0,2022-02-02
5082174914.0,5071523253.0,2022-02-08
5037617718.0,5079905929.0,2022-01-25
5035397007.0,5052155299.0,2022-01-31
5046719646.0,5076927618.0,2022-02-17
5063727510.0,5082422392.0,2022-02-22
4298292587.0,5073981777.0,2022-02-23
5079683665.0,5036893286.0,2022-02-28
5082467704.0,5044806085.0,2022-02-28
5060587565.0,5082471572.0,2022-02-22
5037959316.0,5072807593.0,2022-03-30
4295896938.0,4297676960.0,2022-04-05
5042936700.0,5037125416.0,2022-04-07
4296896513.0,4297102830.0,2022-04-07
4295895858.0,5074511876.0,2022-04-11
5001437829.0,5008693799.0,2022-03-28
5040047599.0,5000318340.0,2022-04-22
5000588842.0,4297037582.0,2022-04-22
5081325679.0,4297068758.0,2022-04-26
5051776697.0,4296230732.0,2022-04-30
5000071049.0,5071082957.0,2022-05-12
5080193291.0,5081378463.0,2022-05-13
5053128369.0,4295941945.0,2022-05-16
4295873277.0,4295976214.0,2022-05-06
5067584715.0,4297074694.0,2022-06-01
5052509770.0,4298253402.0,2022-06-15
4295889089.0,5073359368.0,2022-05-20
4295903841.0,4295875011.0,2022-06-21
4295859376.0,5081086258.0,2022-06-21
4295889910.0,5035425219.0,2022-06-22
5083172114.0,5068336478.0,2022-06-21
5081399781.0,4298233777.0,2022-06-23
4295859463.0,5062407364.0,2022-06-23
4295866534.0,5079702049.0,2022-06-27
5040957058.0,4295896458.0,2022-07-01
5083347576.0,5001991797.0,2022-05-10
4296977646.0,5051790304.0,2022-06-17
5052142840.0,5054559815.0,2022-07-11
5001190602.0,5083371448.0,2022-07-20
4296807833.0,5035897436.0,2022-01-03
4297132766.0,5071555739.0,2022-07-30
4297298887.0,5080182148.0,2022-07-01
4296519159.0,5004370195.0,2022-07-31
5025431136.0,5060652091.0,2022-08-02
5043812089.0,4295898700.0,2022-08-08
5083405509.0,5036755667.0,2022-08-05
5046653970.0,5057542386.0,2022-08-17
5006125813.0,4297111020.0,2022-08-22
5052512898.0,5081082389.0,2022-07-14
5001225451.0,5045922368.0,2022-09-01
5046050363.0,5071577000.0,2022-08-31
5071547210.0,5080169652.0,2022-09-05
5079235403.0,5083441732.0,2022-08-25
4297065060.0,5081495594.0,2022-09-06
4297233927.0,5069399968.0,2022-08-23
5069409170.0,4295898700.0,2022-09-23
5034752894.0,5083131477.0,2022-06-10
5035774320.0,5006587099.0,2022-09-20
5083485924.0,5081056380.0,2022-09-22
5083496656.0,5035701942.0,2022-10-10
5055421994.0,4296551855.0,2022-10-07
5042934794.0,5080519151.0,2022-10-19
5081387265.0,5070508021.0,2022-10-19
4297449138.0,5037646294.0,2022-10-20
4295129815.0,5044510164.0,2022-11-04
4295890290.0,5045244665.0,2022-10-31
5036178957.0,5082101523.0,2022-11-09
4296687365.0,5082101523.0,2022-11-11
4297038604.0,5056967628.0,2022-11-21
5079894902.0,5048024251.0,2022-11-22
5083655469.0,4297331559.0,2022-09-02
5073343366.0,5045195634.0,2022-07-12
5000058790.0,5057520721.0,2022-11-30
5082068063.0,5045158355.0,2022-07-18
5050912390.0,5046725417.0,2023-01-02
5081184024.0,5057483029.0,2023-01-10
5067484863.0,5051007479.0,2023-01-10
