,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,country
10,uri,http://www.wikidata.org/entity/Q18411688,en,literal,Fix & Foxi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,http://www.wikidata.org/entity/Q124429109,,,,,,,,,,wd:Q218
11,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,"http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q508378, http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,es,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#decimal,literal,2792,http://www.w3.org/2001/XMLSchema#decimal,literal,6605351.15,wd:Q218
12,uri,http://www.wikidata.org/entity/Q7275888,en,literal,CTP Iași,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-03-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q46852,literal,,,,,,,,,,,wd:Q218
13,uri,http://www.wikidata.org/entity/Q102350621,en,literal,World Class,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
14,uri,http://www.wikidata.org/entity/Q61340650,en,literal,Casa de Cultură a Sindicatelor,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
15,uri,http://www.wikidata.org/entity/Q4771223,en,literal,Antena Stars,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-04-09T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,,,,,,,,,,wd:Q218
16,uri,http://www.wikidata.org/entity/Q806149,en,literal,Banca Comercială Română,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8200,,,,wd:Q218
17,uri,http://www.wikidata.org/entity/Q27460,en,literal,Dacia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q190117,literal,http://www.wikidata.org/entity/Q119052685,literal,,literal,http://www.wikidata.org/entity/Q732851,literal,,mul,literal,AUTOMOBILE-DACIA S,,,,,,,wd:Q218
18,uri,http://www.wikidata.org/entity/Q96474837,en,literal,Café Verona,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
19,uri,http://www.wikidata.org/entity/Q25462988,en,literal,Digi FM,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
20,uri,http://www.wikidata.org/entity/Q24035728,en,literal,Catena,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q507443,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,ro,literal,MED SERV UNITED SRL,,,,,,,wd:Q218
21,uri,http://www.wikidata.org/entity/Q18544426,en,literal,Noriel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q179585,literal,,,,,,,,,,,wd:Q218
22,uri,http://www.wikidata.org/entity/Q12727984,en,literal,FAN Courier,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q177777,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,ro,literal,FAN Courier Express SRL,,,,,,,wd:Q218
23,uri,http://www.wikidata.org/entity/Q796927,en,literal,BRD - Société Générale,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-06-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,http://www.wikidata.org/entity/Q795840,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,,,,wd:Q218
24,uri,http://www.wikidata.org/entity/Q6808085,en,literal,Mega Image,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,mul,literal,MEGA IMAGE SRL,http://www.w3.org/2001/XMLSchema#decimal,literal,9741,http://www.w3.org/2001/XMLSchema#decimal,literal,54500000,wd:Q218
25,uri,http://www.wikidata.org/entity/Q12741204,en,literal,Sport Total FM,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
26,uri,http://www.wikidata.org/entity/Q3551414,en,literal,Hyperion University of Bucharest,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
27,uri,http://www.wikidata.org/entity/Q2757144,en,literal,Romgaz,http://www.w3.org/2001/XMLSchema#dateTime,literal,1909-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q21328659,literal,,literal,,literal,http://www.wikidata.org/entity/Q374465,literal,http://www.wikidata.org/entity/Q795840,,,,,,,,,,wd:Q218
28,uri,http://www.wikidata.org/entity/Q119647687,,literal,Q119647687,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,,,,,,,,,,wd:Q218
29,uri,http://www.wikidata.org/entity/Q7258031,en,literal,RATBV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
30,uri,http://www.wikidata.org/entity/Q528377,en,literal,University of Agricultural Sciences and Veterinary Medicine of Cluj-Napoca,http://www.w3.org/2001/XMLSchema#dateTime,literal,1869-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
31,uri,http://www.wikidata.org/entity/Q6886685,en,literal,Mobexpert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,,,,,,,,,,wd:Q218
32,uri,http://www.wikidata.org/entity/Q300262,en,literal,AXN,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q427559,literal,,,,,,,,,,,wd:Q218
33,uri,http://www.wikidata.org/entity/Q857063,en,literal,Citibank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1865-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,http://www.wikidata.org/entity/Q6829456,literal,,literal,"http://www.wikidata.org/entity/Q131335, http://www.wikidata.org/entity/Q60",literal,,,,,,,,,,,wd:Q218
34,uri,http://www.wikidata.org/entity/Q112074393,en,literal,ATVRom,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,"http://www.wikidata.org/entity/Q21422876, http://www.wikidata.org/entity/Q210988, http://www.wikidata.org/entity/Q34493, http://www.wikidata.org/entity/Q1420",literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
35,uri,http://www.wikidata.org/entity/Q114647927,en,literal,Evofarm,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q507443,literal,,literal,,literal,http://www.wikidata.org/entity/Q201404,literal,,ro,literal,Marcos Provit SRL,,,,,,,wd:Q218
36,uri,http://www.wikidata.org/entity/Q12723442,en,literal,Cargus,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,"http://www.wikidata.org/entity/Q2334804, http://www.wikidata.org/entity/Q177777",literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,ro,literal,CARGUS SRL,,,,,,,wd:Q218
37,uri,http://www.wikidata.org/entity/Q3551502,en,literal,Valahia University of Târgoviște,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
38,uri,http://www.wikidata.org/entity/Q7362554,en,literal,Salt Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,,,,,,,,,,wd:Q218
39,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q28,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
40,uri,http://www.wikidata.org/entity/Q7280848,en,literal,Radio Impuls,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
41,uri,http://www.wikidata.org/entity/Q538452,en,literal,Babeș-Bolyai University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1776-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,hu,literal,Babeș–Bolyai Tudományegyetem,,,,,,,wd:Q218
42,uri,http://www.wikidata.org/entity/Q98034432,en,literal,News.ro,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
43,uri,http://www.wikidata.org/entity/Q12732101,en,literal,Leonardo,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q93358,literal,,,,,,,,,,,wd:Q218
44,uri,http://www.wikidata.org/entity/Q114417096,en,literal,Sameday,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,"http://www.wikidata.org/entity/Q2334804, http://www.wikidata.org/entity/Q177777",literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,,,,,,,,,,wd:Q218
45,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
46,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q3510521, http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q508378, http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q5268834",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,es,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#decimal,literal,2792,http://www.w3.org/2001/XMLSchema#decimal,literal,6605351.15,wd:Q218
47,uri,http://www.wikidata.org/entity/Q18548069,en,literal,Staer,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-12-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q207074,literal,,,,,,,,,,,wd:Q218
48,uri,http://www.wikidata.org/entity/Q4854052,en,literal,Banca Românească,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,ro,literal,Banca Românească S.A.,,,,,,,wd:Q218
49,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q191,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
50,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q37,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
51,uri,http://www.wikidata.org/entity/Q13630969,en,literal,CFR Marfă,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q2234623,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,ro,literal,Societatea Națională de Transport Feroviar de Marfă CFR Marfă SA,,,,,,,wd:Q218
52,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q508378, http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,es,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#decimal,literal,2792,http://www.w3.org/2001/XMLSchema#decimal,literal,6605351.15,wd:Q218
53,uri,http://www.wikidata.org/entity/Q4787546,en,literal,Arctic,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q125604,literal,,mul,literal,ARCTIC SA,http://www.w3.org/2001/XMLSchema#decimal,literal,3034,http://www.w3.org/2001/XMLSchema#decimal,literal,15600000,wd:Q218
54,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q508378, http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,es,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#decimal,literal,2792,http://www.w3.org/2001/XMLSchema#decimal,literal,6605351.15,wd:Q218
55,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q3510521, http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q508378, http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q5268834",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,es,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#decimal,literal,2792,http://www.w3.org/2001/XMLSchema#decimal,literal,6605351.15,wd:Q218
56,uri,http://www.wikidata.org/entity/Q7092377,en,literal,OneFM,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
57,uri,http://www.wikidata.org/entity/Q12729908,en,literal,Heidi Chocolate,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q29585019,literal,,literal,,literal,http://www.wikidata.org/entity/Q16898368,literal,,,,,,,,,,,wd:Q218
58,uri,http://www.wikidata.org/entity/Q18411688,en,literal,Fix & Foxi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,http://www.wikidata.org/entity/Q124429109,,,,,,,,,,wd:Q218
59,uri,http://www.wikidata.org/entity/Q3551461,en,literal,Nicolae Titulescu University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
60,uri,http://www.wikidata.org/entity/Q837657,en,literal,West University of Timișoara,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
61,uri,http://www.wikidata.org/entity/Q12737210,en,literal,Optiplaza,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q82174,literal,http://www.wikidata.org/entity/Q12737209,,,,,,,,,,wd:Q218
62,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q508378, http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,es,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#decimal,literal,2792,http://www.w3.org/2001/XMLSchema#decimal,literal,6605351.15,wd:Q218
63,uri,http://www.wikidata.org/entity/Q50358890,en,literal,Rock FM,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
64,uri,http://www.wikidata.org/entity/Q1475126,en,literal,Politehnica University of Timișoara,http://www.w3.org/2001/XMLSchema#dateTime,literal,1920-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,ro,literal,Institutul Politehnic „Traian Vuia” din Timișoara,http://www.w3.org/2001/XMLSchema#decimal,literal,1750,,,,wd:Q218
65,uri,http://www.wikidata.org/entity/Q18548770,en,literal,ZU TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,,,,,,,,,,wd:Q218
66,uri,http://www.wikidata.org/entity/Q12729923,en,literal,Help Net,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,,,,,,,,,,wd:Q218
67,uri,http://www.wikidata.org/entity/Q2612392,en,literal,Ministry of National Defence,http://www.w3.org/2001/XMLSchema#dateTime,literal,1858-11-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,,,,,,,,,,wd:Q218
68,uri,http://www.wikidata.org/entity/Q12742860,en,literal,"University ""Eftimie Murgu"" of Reșița",http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q218
69,uri,http://www.wikidata.org/entity/Q2280353,en,literal,Societatea de Transport București,http://www.w3.org/2001/XMLSchema#dateTime,literal,1908-04-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,,,,,,,,,,wd:Q218
70,uri,http://www.wikidata.org/entity/Q124466472,en,literal,Radio Roman FM,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q202458,literal,,,,,,,,,,,wd:Q218
71,uri,http://www.wikidata.org/entity/Q1755034,en,literal,OMV Petrom,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,http://www.wikidata.org/entity/Q795840,mul,literal,OMV PETROM SA,http://www.w3.org/2001/XMLSchema#decimal,literal,12498,http://www.w3.org/2001/XMLSchema#decimal,literal,13400000,wd:Q218
72,uri,http://www.wikidata.org/entity/Q12730189,en,literal,ING Romania,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q19660,literal,,,,,,,,,,,wd:Q218
73,uri,http://www.wikidata.org/entity/Q114247072,en,literal,Air Connect,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q727421,literal,,,,,,,,,,,wd:Q218
