,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,country
156,uri,http://www.wikidata.org/entity/Q96132634,en,literal,ProCare,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-06-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"ProCare, a.s.",,,,,,,,,,wd:Q214
157,uri,http://www.wikidata.org/entity/Q1718069,en,literal,Tatra banka,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,de,literal,"Tatra bank, Aktiengesellschaft",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3726,,,,wd:Q214
158,uri,http://www.wikidata.org/entity/Q12778981,en,literal,Všeobecná úverová banka,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Všeobecná úverová banka, a.s.",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3742,,,,wd:Q214
159,uri,http://www.wikidata.org/entity/Q12776245,en,literal,Slovenská elektrizačná prenosová sústava,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q112046,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,,,,,,,,,,,,,wd:Q214
160,uri,http://www.wikidata.org/entity/Q540733,en,literal,Slovak Telekom,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q418,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Slovak Telekom, a.s.",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2999,http://www.w3.org/2001/XMLSchema#decimal,literal,106300000,wd:Q214
161,uri,http://www.wikidata.org/entity/Q7541554,en,literal,Slovak Sport.TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26397,literal,,,,,,,,,,,,,,wd:Q214
162,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q403,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
163,uri,http://www.wikidata.org/entity/Q1050317,en,literal,Slovak Academy of Sciences,http://www.w3.org/2001/XMLSchema#dateTime,literal,1942-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
164,uri,http://www.wikidata.org/entity/Q1191849,en,literal,Slovenská pošta,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q49845,literal,,literal,,literal,http://www.wikidata.org/entity/Q144983,literal,,sk,literal,Slovenská pošta,,,,,,,,,,wd:Q214
165,uri,http://www.wikidata.org/entity/Q116854712,en,literal,HYDROTOUR,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-05-09T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"HYDROTOUR, cestovná kancelária, a.s.",,,,,,,,,,wd:Q214
166,uri,http://www.wikidata.org/entity/Q77877753,en,literal,DÔVERA zdravotná poisťovňa,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"DÔVERA zdravotná poisťovňa, a. s.",,,,,,,,,,wd:Q214
167,uri,http://www.wikidata.org/entity/Q63139142,en,literal,Turancar,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q2516512,literal,,literal,,literal,http://www.wikidata.org/entity/Q26397,literal,,,,,,,,,,,,,,wd:Q214
168,uri,http://www.wikidata.org/entity/Q7237158,en,literal,365.bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-12-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"365.bank, a. s., odštepný závod Poštová banka",,,,,,,,,,wd:Q214
169,uri,http://www.wikidata.org/entity/Q116737637,en,literal,ejoin,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-08-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q481528,literal,,sk,literal,"ejoin, s.r.o.",,,,,,,,,,wd:Q214
170,uri,http://www.wikidata.org/entity/Q108368884,en,literal,Vaša Lekáreň,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-09-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26397,literal,,sk,literal,vasalekaren.sk s.r.o.,,,,,,,,,,wd:Q214
171,uri,http://www.wikidata.org/entity/Q123353894,en,literal,Towercom,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Towercom, a. s.",,,,,,,,,,wd:Q214
172,uri,http://www.wikidata.org/entity/Q116738009,en,literal,DATES MOBILE,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-11-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"DATES MOBILE Slovakia, s.r.o.",,,,,,,,,,wd:Q214
173,uri,http://www.wikidata.org/entity/Q13538661,en,literal,Prima Banka,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q25797,literal,,,,,,,,,,,,,,wd:Q214
174,uri,http://www.wikidata.org/entity/Q13402027,en,literal,Bábkové divadlo Košice,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-06-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
175,uri,http://www.wikidata.org/entity/Q98456772,en,literal,Tesco Express,,,,uri,http://www.wikidata.org/entity/Q27,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
176,uri,http://www.wikidata.org/entity/Q122271153,en,literal,Film Europe,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,,,,,,,,,,,,,wd:Q214
177,uri,http://www.wikidata.org/entity/Q116867227,en,literal,FARMFOODS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-03-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q267888,literal,,sk,literal,AGROTRADE GROUP spol. s r.o.,,,,,,,,,,wd:Q214
178,uri,http://www.wikidata.org/entity/Q817209,en,literal,ESET,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q880371,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"ESET, spol. s r.o.",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1000,http://www.w3.org/2001/XMLSchema#decimal,literal,68100000,wd:Q214
179,uri,http://www.wikidata.org/entity/Q77876778,en,literal,Zeppelin CAT,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q12769803, http://www.wikidata.org/entity/Q144983",literal,,sk,literal,Zeppelin SK s.r.o.,,,,,,,,,,wd:Q214
180,uri,http://www.wikidata.org/entity/Q1587563,en,literal,Slovnaft,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,mul,literal,"SLOVNAFT, A.S.",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2567,http://www.w3.org/2001/XMLSchema#decimal,literal,106200000,wd:Q214
181,uri,http://www.wikidata.org/entity/Q122437872,en,literal,FobTi interactive,,,,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
182,uri,http://www.wikidata.org/entity/Q98456772,en,literal,Tesco Express,,,,uri,http://www.wikidata.org/entity/Q28,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
183,uri,http://www.wikidata.org/entity/Q41535842,en,literal,Ringier Slovakia,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,,,,,,,,,,,,,wd:Q214
184,uri,http://www.wikidata.org/entity/Q121363801,en,literal,CinemArt SK,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-12-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,,,,,,,,,,,,,wd:Q214
185,uri,http://www.wikidata.org/entity/Q116885611,en,literal,SOFIA,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-04-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"SOFIA Jewelry, s. r. o.",,,,,,,,,,wd:Q214
