,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
272,uri,http://www.wikidata.org/entity/Q11780300,en,literal,MPK Gniezno,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-09-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
273,uri,http://www.wikidata.org/entity/Q1737513,en,literal,Kazimierz Wielki University in Bydgoszcz,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q41252,literal,,,,,,,,,,,be,literal,Універсітэт Казіміра Вялікага ў Быдгашчы,,,,,,,wd:Q36
274,uri,http://www.wikidata.org/entity/Q495943,en,literal,onet.pl,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-06-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,"http://www.wikidata.org/entity/Q105366826, http://www.wikidata.org/entity/Q26207337, http://www.wikidata.org/entity/Q105368186, http://www.wikidata.org/entity/Q95783018, http://www.wikidata.org/entity/Q105367473",literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
275,uri,http://www.wikidata.org/entity/Q31678377,en,literal,CreativeForge Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
276,uri,http://www.wikidata.org/entity/Q5420712,en,literal,Inglot cosmetics,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q208473,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
277,uri,http://www.wikidata.org/entity/Q124056154,en,literal,Coffe-jka,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
278,uri,http://www.wikidata.org/entity/Q1341068,en,literal,Enea SA,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,http://www.wikidata.org/entity/Q268,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,16185,http://www.w3.org/2001/XMLSchema#decimal,literal,167200000,,,,pl,literal,ENEA SPÓŁKA AKCYJNA,,,,,,,wd:Q36
279,uri,http://www.wikidata.org/entity/Q9347395,en,literal,Studio Miniatur Filmowych,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
280,uri,http://www.wikidata.org/entity/Q11836859,en,literal,Telewizja Republika,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
281,uri,http://www.wikidata.org/entity/Q117061560,en,literal,Illusion Ray,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q393,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
282,uri,http://www.wikidata.org/entity/Q1654997,en,literal,ITI Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q1727518,literal,http://www.wikidata.org/entity/Q9376606,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,pl,literal,ITI CORPORATION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,,,,wd:Q36
283,uri,http://www.wikidata.org/entity/Q2096356,en,literal,Piotr i Paweł,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q268,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
284,uri,http://www.wikidata.org/entity/Q522109,en,literal,Wrocław University of Science and Technology,http://www.w3.org/2001/XMLSchema#dateTime,literal,1910-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1799,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2199,,,,,,,,,,,,,,,,wd:Q36
285,uri,http://www.wikidata.org/entity/Q113505176,en,literal,Medicine,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q4177334,literal,,,,,,,,,,,pl,literal,BRANDBQ Sp. z o.o.,,,,,,,wd:Q36
286,uri,http://www.wikidata.org/entity/Q11710978,en,literal,Idea Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,pl,literal,Idea Bank Spółka Akcyjna,,,,,,,wd:Q36
287,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
288,uri,http://www.wikidata.org/entity/Q102291992,en,literal,Zelmotor,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-11-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q56604188, http://www.wikidata.org/entity/Q3558289, http://www.wikidata.org/entity/Q1327701",literal,,literal,,literal,http://www.wikidata.org/entity/Q598,literal,http://www.wikidata.org/entity/Q189191,http://www.w3.org/2001/XMLSchema#decimal,literal,250,,,,,,,pl,literal,Zelmotor Sp. z o.o.,,,,,,,wd:Q36
289,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,,,,,,,,,,en,literal,B&B Hotels,,,,,,,wd:Q36
290,uri,http://www.wikidata.org/entity/Q114345712,,literal,Q114345712,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
291,uri,http://www.wikidata.org/entity/Q16525801,en,literal,4F,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q607081,literal,,literal,,literal,http://www.wikidata.org/entity/Q472621,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
292,uri,http://www.wikidata.org/entity/Q9164980,en,literal,BNP Paribas Bank Polska,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,pl,literal,Bank Gospodarki Żywnościowej,,,,,,,wd:Q36
293,uri,http://www.wikidata.org/entity/Q60169569,en,literal,QubicGames,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
294,uri,http://www.wikidata.org/entity/Q122271284,en,literal,Mayfly,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-10-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
295,uri,http://www.wikidata.org/entity/Q122503163,en,literal,Kids With Sticks,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1799,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
296,uri,http://www.wikidata.org/entity/Q9266793,en,literal,Opel Manufacturing Poland,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q105084,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,81,http://www.w3.org/2001/XMLSchema#decimal,literal,5400000,,,,mul,literal,OPEL POLAND SP. Z O.O.,,,,,,,wd:Q36
297,uri,http://www.wikidata.org/entity/Q2066242,en,literal,Techland,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q52895,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
298,uri,http://www.wikidata.org/entity/Q120646161,en,literal,Petrosoft.pl,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q22667,literal,,literal,,literal,http://www.wikidata.org/entity/Q598,literal,,,,,,,,,,,pl,literal,Petrosoft.pl Technologie Informatyczne Sp. z o.o.,,,,,,,wd:Q36
299,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
300,uri,http://www.wikidata.org/entity/Q118613846,en,literal,Nova Post,,,,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
301,uri,http://www.wikidata.org/entity/Q118390988,,literal,Q118390988,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
302,uri,http://www.wikidata.org/entity/Q55758642,en,literal,SoftwareMill,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
303,uri,http://www.wikidata.org/entity/Q108060892,en,literal,TheLead82,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
304,uri,http://www.wikidata.org/entity/Q119213347,en,literal,Sushi Story,,,,uri,http://www.wikidata.org/entity/Q212,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
305,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
306,uri,http://www.wikidata.org/entity/Q18609984,en,literal,Koleje Małopolskie,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q3565868, http://www.wikidata.org/entity/Q2072431",literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
307,uri,http://www.wikidata.org/entity/Q74019694,en,literal,Independent Film Club,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q107094,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
308,uri,http://www.wikidata.org/entity/Q68574562,en,literal,Creepy Jar,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
309,uri,http://www.wikidata.org/entity/Q1144802,en,literal,Multikino,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,http://www.wikidata.org/entity/Q11818303,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
310,uri,http://www.wikidata.org/entity/Q11693824,en,literal,Delikatesy Centrum,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
311,uri,http://www.wikidata.org/entity/Q7119525,en,literal,PGE Energetyka Kolejowa,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,"http://www.wikidata.org/entity/Q110311277, http://www.wikidata.org/entity/Q270",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,3832,http://www.w3.org/2001/XMLSchema#decimal,literal,40300000,,,,pl,literal,PKP ENERGETYKA S.A.,,,,,,,wd:Q36
312,uri,http://www.wikidata.org/entity/Q110193428,en,literal,Untold Tales,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
313,uri,http://www.wikidata.org/entity/Q116031991,en,literal,Hair Lux,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q105507",literal,,literal,,literal,"http://www.wikidata.org/entity/Q9286851, http://www.wikidata.org/entity/Q106583, http://www.wikidata.org/entity/Q54181, http://www.wikidata.org/entity/Q36",literal,,,,,,,,,,,pl,literal,"HAIRLUX SPÓŁKA CYWILNA MONIKA SAFERNA, JACEK SAFERNA",,,,,,,wd:Q36
314,uri,http://www.wikidata.org/entity/Q41171373,en,literal,Aldi Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q36
315,uri,http://www.wikidata.org/entity/Q3507748,en,literal,Jastrzębska Spółka Węglowa,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q44497,literal,,literal,,literal,http://www.wikidata.org/entity/Q107106,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,28268,http://www.w3.org/2001/XMLSchema#decimal,literal,409400000,,,,mul,literal,JASTRZĘBSKA SPÓŁKA WĘGLOWA S.A.,,,,,,,wd:Q36
316,uri,http://www.wikidata.org/entity/Q324614,en,literal,Arriva RP,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q47554,literal,,,,,,,,,,,pl,literal,Arriva RP Sp. z o. o.,,,,,,,wd:Q36
317,uri,http://www.wikidata.org/entity/Q7708592,en,literal,Teyon,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
318,uri,http://www.wikidata.org/entity/Q58014,en,literal,Allegro,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q268,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
319,uri,http://www.wikidata.org/entity/Q11790622,en,literal,Neonet,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q11768296,literal,,literal,http://www.wikidata.org/entity/Q1799,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
320,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
321,uri,http://www.wikidata.org/entity/Q41171373,en,literal,Aldi Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q36
322,uri,http://www.wikidata.org/entity/Q41171373,en,literal,Aldi Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q36
323,uri,http://www.wikidata.org/entity/Q4781165,en,literal,Apple Film Production,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
324,uri,http://www.wikidata.org/entity/Q124516072,en,literal,Gamestate,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9781,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
325,uri,http://www.wikidata.org/entity/Q11780275,en,literal,MZK Bielsko-Biała,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q106583,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
326,uri,http://www.wikidata.org/entity/Q9266793,en,literal,Opel Manufacturing Poland,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q105084,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,81,http://www.w3.org/2001/XMLSchema#decimal,literal,5400000,,,,mul,literal,OPEL MANUFACTURING POLAND SP. Z O.O.,,,,,,,wd:Q36
327,uri,http://www.wikidata.org/entity/Q96047373,en,literal,Amic Energy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
328,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q212,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
329,uri,http://www.wikidata.org/entity/Q2264760,en,literal,Gdynia Maritime University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1920-06-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
330,uri,http://www.wikidata.org/entity/Q123049014,en,literal,Five o'clock,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q6097,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
331,uri,http://www.wikidata.org/entity/Q104747119,en,literal,Wave Catamarans,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
332,uri,http://www.wikidata.org/entity/Q21245163,en,literal,Red Dot Games,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
333,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1718, http://www.wikidata.org/entity/Q318418",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,40000,,,,,,,,,,,,,,,,wd:Q36
334,uri,http://www.wikidata.org/entity/Q108585732,en,literal,Mleczarnia Jerozolimska,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
335,uri,http://www.wikidata.org/entity/Q41171373,en,literal,Aldi Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q36
336,uri,http://www.wikidata.org/entity/Q118613846,en,literal,Nova Post,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
337,uri,http://www.wikidata.org/entity/Q11683985,en,literal,abc,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
338,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q27,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
339,uri,http://www.wikidata.org/entity/Q9379181,en,literal,Wydawnictwa Uniwersytetu Warszawskiego,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q109383022, http://www.wikidata.org/entity/Q106246598, http://www.wikidata.org/entity/Q33548591",literal,,,,,,,,,,,,,,,,,,,,wd:Q36
340,uri,http://www.wikidata.org/entity/Q41171373,en,literal,Aldi Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q32,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q36
341,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
342,uri,http://www.wikidata.org/entity/Q115921434,en,literal,Cofix Global,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q229,literal,,literal,http://www.wikidata.org/entity/Q115921261,literal,,literal,http://www.wikidata.org/entity/Q229,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
343,uri,http://www.wikidata.org/entity/Q118613846,en,literal,Nova Post,,,,uri,http://www.wikidata.org/entity/Q37,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
344,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q318418, http://www.wikidata.org/entity/Q1718",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,40000,,,,,,,,,,,,,,,,wd:Q36
345,uri,http://www.wikidata.org/entity/Q116761429,en,literal,Render Cube,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
346,uri,http://www.wikidata.org/entity/Q4959237,en,literal,BreakThru Films,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
