,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
516,uri,http://www.wikidata.org/entity/Q24030802,en,literal,Alberta Ferretti,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
517,uri,http://www.wikidata.org/entity/Q3992174,en,literal,Todis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3437,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
518,uri,http://www.wikidata.org/entity/Q106614483,en,literal,Movicom Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q15265344,literal,,literal,,literal,http://www.wikidata.org/entity/Q649,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
519,uri,http://www.wikidata.org/entity/Q652063,en,literal,Colnago,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q17018236,literal,,literal,,literal,http://www.wikidata.org/entity/Q42416,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
520,uri,http://www.wikidata.org/entity/Q1235261,en,literal,La7,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
521,uri,http://www.wikidata.org/entity/Q106611306,en,literal,Stroili Oro,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q53213,literal,,it,literal,Stroili Oro S.p.A.,,,,,,,,,,,,,,,,wd:Q38
522,uri,http://www.wikidata.org/entity/Q27586,en,literal,Ferrari,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q190117,literal,"http://www.wikidata.org/entity/Q3638113, http://www.wikidata.org/entity/Q1229223",literal,http://www.wikidata.org/entity/Q284011,literal,http://www.wikidata.org/entity/Q100060,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4571,http://www.w3.org/2001/XMLSchema#decimal,literal,833000000,http://www.w3.org/2001/XMLSchema#decimal,literal,2210000000,http://www.w3.org/2001/XMLSchema#decimal,literal,6860000000,,,,wd:Q38
523,uri,http://www.wikidata.org/entity/Q110454395,en,literal,Gulliver Supermercati,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q30023944,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
524,uri,http://www.wikidata.org/entity/Q4009482,en,literal,Venchi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1934-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q19896,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,950,http://www.w3.org/2001/XMLSchema#decimal,literal,10000000,,,,,,,,,,wd:Q38
525,uri,http://www.wikidata.org/entity/Q115352176,,literal,Q115352176,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q517656,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,Postel S.p.A.,,,,,,,,,,,,,,,,wd:Q38
526,uri,http://www.wikidata.org/entity/Q15918506,en,literal,Marco Polo Expert,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q331814,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
527,uri,http://www.wikidata.org/entity/Q45568,en,literal,UniCredit,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q963111,literal,http://www.wikidata.org/entity/Q981010,it,literal,UniCredit S.p.A.,,,,,,,,,,,,,,,,wd:Q38
528,uri,http://www.wikidata.org/entity/Q18914692,en,literal,Stellantis Bank S.p.A.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q57774188,literal,,literal,,literal,http://www.wikidata.org/entity/Q495,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
529,uri,http://www.wikidata.org/entity/Q41526226,en,literal,IPC Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q8148,literal,,literal,,literal,http://www.wikidata.org/entity/Q14544570,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1000,,,,,,,,,,,,,wd:Q38
530,uri,http://www.wikidata.org/entity/Q338690,en,literal,Rai Premium,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
531,uri,http://www.wikidata.org/entity/Q117005437,en,literal,Tunnel Vision Studio,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
532,uri,http://www.wikidata.org/entity/Q649646,en,literal,Valentino,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q12684,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
533,uri,http://www.wikidata.org/entity/Q3977979,en,literal,Sigma,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1891,literal,,it,literal,Società Italiana Gruppi Mercantili Associati,,,,,,,,,,,,,,,,wd:Q38
534,uri,http://www.wikidata.org/entity/Q3747209,en,literal,Fondazione Querini Stampalia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1869-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,25,,,,,,,,,,,,,wd:Q38
535,uri,http://www.wikidata.org/entity/Q3804477,en,literal,Italtel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-07-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q43042,literal,,it,literal,Italtel Group S.p.A.,,,,,,,,,,,,,,,,wd:Q38
536,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,http://www.wikidata.org/entity/Q53865133,literal,,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,,,,,,,wd:Q38
537,uri,http://www.wikidata.org/entity/Q115774790,en,literal,Globo,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q97616144,literal,,literal,,literal,http://www.wikidata.org/entity/Q51445,literal,,it,literal,Cosmo S.p.A.,,,,,,,,,,,,,,,,wd:Q38
538,uri,http://www.wikidata.org/entity/Q1059709,en,literal,Ariston Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1930-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,"http://www.wikidata.org/entity/Q13145, http://www.wikidata.org/entity/Q727",literal,,,,,,,,,,,,,,,,,,,,wd:Q38
539,uri,http://www.wikidata.org/entity/Q48809559,en,literal,Utilitalia,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
540,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,,,,,,,wd:Q38
541,uri,http://www.wikidata.org/entity/Q3981984,en,literal,Teatro Comunale,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
542,uri,http://www.wikidata.org/entity/Q3706995,en,literal,Tuodì,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
543,uri,http://www.wikidata.org/entity/Q56293747,en,literal,NOI Techpark Alto Adige/Südtirol,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
544,uri,http://www.wikidata.org/entity/Q122148631,en,literal,NAU!,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40274,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
545,uri,http://www.wikidata.org/entity/Q122987305,,literal,Q122987305,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1067601,literal,,literal,,literal,http://www.wikidata.org/entity/Q124925,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
546,uri,http://www.wikidata.org/entity/Q52637654,en,literal,Associazione Teriologica Italiana,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
547,uri,http://www.wikidata.org/entity/Q3323911,en,literal,Morellato Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1930-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q34693,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
548,uri,http://www.wikidata.org/entity/Q7065448,en,literal,NOW TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-07-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
549,uri,http://www.wikidata.org/entity/Q110065740,en,literal,motivi,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q18341,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
550,uri,http://www.wikidata.org/entity/Q63522641,en,literal,Pop Economy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
551,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q38
552,uri,http://www.wikidata.org/entity/Q3810748,en,literal,J-Pop,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
553,uri,http://www.wikidata.org/entity/Q116774671,en,literal,Primadonna,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q19278,literal,,it,literal,Primadonna S.p.A.,,,,,,,,,,,,,,,,wd:Q38
554,uri,http://www.wikidata.org/entity/Q847141,en,literal,Trenitalia France,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-02-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q112165839, http://www.wikidata.org/entity/Q3565868",literal,http://www.wikidata.org/entity/Q115119692,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,114,http://www.w3.org/2001/XMLSchema#decimal,literal,-34510803,http://www.w3.org/2001/XMLSchema#decimal,literal,-18528153,,,,,,,wd:Q38
555,uri,http://www.wikidata.org/entity/Q111450331,en,literal,MiaCar,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q495,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
556,uri,http://www.wikidata.org/entity/Q806154,en,literal,Popular Bank of Milan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1865-12-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
557,uri,http://www.wikidata.org/entity/Q1548951,en,literal,Moncler,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,http://www.wikidata.org/entity/Q1389807,,,,,,,,,,,,,,,,,,,wd:Q38
558,uri,http://www.wikidata.org/entity/Q27597,en,literal,Fiat,http://www.w3.org/2001/XMLSchema#dateTime,literal,1899-07-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q190117,literal,http://www.wikidata.org/entity/Q3881847,literal,,literal,http://www.wikidata.org/entity/Q495,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
559,uri,http://www.wikidata.org/entity/Q25559788,en,literal,Les Crêtes,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
560,uri,http://www.wikidata.org/entity/Q3725218,en,literal,Enel Green Power,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q2151621,literal,"http://www.wikidata.org/entity/Q18535172, http://www.wikidata.org/entity/Q107525975, http://www.wikidata.org/entity/Q116619201, http://www.wikidata.org/entity/Q116619209",literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8989,,,,,,,,,,,,,wd:Q38
561,uri,http://www.wikidata.org/entity/Q30289920,en,literal,ICOP,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q385378,literal,,literal,,literal,http://www.wikidata.org/entity/Q53224,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
562,uri,http://www.wikidata.org/entity/Q4009482,en,literal,Venchi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q19896,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,950,http://www.w3.org/2001/XMLSchema#decimal,literal,10000000,,,,,,,,,,wd:Q38
563,uri,http://www.wikidata.org/entity/Q16530902,en,literal,Banca del Mezzogiorno - MedioCredito Centrale,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,Banca del Mezzogiorno - MedioCredito Centrale S.p.A.,,,,,,,,,,,,,,,,wd:Q38
564,uri,http://www.wikidata.org/entity/Q3070355,en,literal,Colussi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
565,uri,http://www.wikidata.org/entity/Q3644333,en,literal,È Live Brescia.TV,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
566,uri,http://www.wikidata.org/entity/Q4009482,en,literal,Venchi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q19896,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,950,http://www.w3.org/2001/XMLSchema#decimal,literal,10000000,,,,,,,,,,wd:Q38
567,uri,http://www.wikidata.org/entity/Q3661909,en,literal,Cassa di Risparmio del Veneto,http://www.w3.org/2001/XMLSchema#dateTime,literal,1822-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q617,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
568,uri,http://www.wikidata.org/entity/Q3982752,en,literal,TeleTu,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,it,literal,TeleTu S.p.A.,,,,,,,,,,,,,,,,wd:Q38
569,uri,http://www.wikidata.org/entity/Q21189584,en,literal,Coop Alleanza 3.0,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q507443, http://www.wikidata.org/entity/Q331814, http://www.wikidata.org/entity/Q10494269, http://www.wikidata.org/entity/Q9323634, http://www.wikidata.org/entity/Q2518196",literal,,literal,,literal,http://www.wikidata.org/entity/Q94788,literal,,it,literal,Coop Alleanza 3.0 Soc. Coop.,,,,,,,,,,,,,,,,wd:Q38
570,uri,http://www.wikidata.org/entity/Q119942453,en,literal,Mondadori,http://www.w3.org/2001/XMLSchema#dateTime,literal,1907-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q42902,literal,,it,literal,Mondadori Libri S.p.A.,,,,,,,,,,,,,,,,wd:Q38
571,uri,http://www.wikidata.org/entity/Q79620028,en,literal,Illimity Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,725,,,,,,,,,,,,,wd:Q38
572,uri,http://www.wikidata.org/entity/Q19545342,en,literal,Consorzio Trasporti Pubblici Insubria,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6285,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
573,uri,http://www.wikidata.org/entity/Q1041597,en,literal,Indesit,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q101333,literal,,literal,,literal,http://www.wikidata.org/entity/Q13145,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,16000,http://www.w3.org/2001/XMLSchema#decimal,literal,90000000,,,,,,,,,,wd:Q38
574,uri,http://www.wikidata.org/entity/Q1151774,en,literal,Max Mara,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q12684,literal,,literal,,literal,http://www.wikidata.org/entity/Q13360,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
575,uri,http://www.wikidata.org/entity/Q3259067,en,literal,Longanesi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
576,uri,http://www.wikidata.org/entity/Q124149987,,literal,Q124149987,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
577,uri,http://www.wikidata.org/entity/Q3747273,en,literal,CDP Equity,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,http://www.wikidata.org/entity/Q3767411,literal,http://www.wikidata.org/entity/Q490,literal,,it,literal,CDP Equity S.p.A.,,,,,,,,,,,,,,,,wd:Q38
578,uri,http://www.wikidata.org/entity/Q3702960,en,literal,Datalogic,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q11650,literal,,literal,,literal,http://www.wikidata.org/entity/Q94627,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
579,uri,http://www.wikidata.org/entity/Q106614483,en,literal,Movicom Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q15265344,literal,,literal,,literal,http://www.wikidata.org/entity/Q649,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
580,uri,http://www.wikidata.org/entity/Q100928198,en,literal,Luini,http://www.w3.org/2001/XMLSchema#dateTime,literal,1888-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
581,uri,http://www.wikidata.org/entity/Q3661920,en,literal,Südtiroler Sparkasse – Cassa di Risparmio di Bolzano,http://www.w3.org/2001/XMLSchema#dateTime,literal,1854-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q6526,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
582,uri,http://www.wikidata.org/entity/Q105965878,en,literal,Memorable Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q495,literal,,en,literal,Memorable Games,,,,,,,,,,,,,,,,wd:Q38
583,uri,http://www.wikidata.org/entity/Q670482,en,literal,Assicurazioni Generali,http://www.w3.org/2001/XMLSchema#dateTime,literal,1831-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q2518196,literal,http://www.wikidata.org/entity/Q28408022,literal,,literal,"http://www.wikidata.org/entity/Q546, http://www.wikidata.org/entity/Q490",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,75000,http://www.w3.org/2001/XMLSchema#decimal,literal,2912000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,710000000000,,,,wd:Q38
584,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,http://www.wikidata.org/entity/Q53865133,literal,,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,,,,,,,wd:Q38
585,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q38
586,uri,http://www.wikidata.org/entity/Q178516,en,literal,Gucci,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q12684,literal,,literal,,literal,http://www.wikidata.org/entity/Q2044,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,0,,,,,,,,,,,,,wd:Q38
587,uri,http://www.wikidata.org/entity/Q3633730,en,literal,Banca Popolare di Bari,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q3519,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
588,uri,http://www.wikidata.org/entity/Q2349550,en,literal,Marina Rinaldi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q12684,literal,,literal,,literal,http://www.wikidata.org/entity/Q13360,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
